timestamp_utc,timestamp_local,hb_normalized_kwh,gb_normalized_kwh,lb_normalized_kwh
2024-02-23T02:30:00Z,2024-02-23T03:30:00+01:00,11.424,12.475,14.185
2024-02-23T02:45:00Z,2024-02-23T03:45:00+01:00,11.424,12.997,14.085
2024-02-23T03:00:00Z,2024-02-23T04:00:00+01:00,11.454,13.693,14.035
2024-02-23T03:15:00Z,2024-02-23T04:15:00+01:00,11.573,14.463,14.035
2024-02-23T03:30:00Z,2024-02-23T04:30:00+01:00,11.722,15.209,14.11
2024-02-23T03:45:00Z,2024-02-23T04:45:00+01:00,11.931,15.78,14.309
2024-02-23T04:00:00Z,2024-02-23T05:00:00+01:00,12.199,16.153,14.658
2024-02-23T04:15:00Z,2024-02-23T05:15:00+01:00,12.856,16.401,15.182
2024-02-23T04:30:00Z,2024-02-23T05:30:00+01:00,14.228,16.675,15.905
2024-02-23T04:45:00Z,2024-02-23T05:45:00+01:00,16.644,17.172,16.852
2024-02-23T05:00:00Z,2024-02-23T06:00:00+01:00,20.283,18.017,18.074
2024-02-23T05:15:00Z,2024-02-23T06:15:00+01:00,24.697,19.16,19.694
2024-02-23T05:30:00Z,2024-02-23T06:30:00+01:00,29.231,20.601,21.863
2024-02-23T05:45:00Z,2024-02-23T06:45:00+01:00,33.257,22.291,24.705
2024-02-23T06:00:00Z,2024-02-23T07:00:00+01:00,36.27,24.254,28.32
2024-02-23T06:15:00Z,2024-02-23T07:15:00+01:00,38.328,26.665,32.533
2024-02-23T06:30:00Z,2024-02-23T07:30:00+01:00,39.581,29.796,37.12
2024-02-23T06:45:00Z,2024-02-23T07:45:00+01:00,40.207,33.896,41.806
2024-02-23T07:00:00Z,2024-02-23T08:00:00+01:00,40.386,39.04,46.318
2024-02-23T07:15:00Z,2024-02-23T08:15:00+01:00,40.207,44.607,50.282
2024-02-23T07:30:00Z,2024-02-23T08:30:00+01:00,39.7,49.825,53.249
2024-02-23T07:45:00Z,2024-02-23T08:45:00+01:00,38.984,53.876,54.72
2024-02-23T08:00:00Z,2024-02-23T09:00:00+01:00,38.089,56.212,54.47
2024-02-23T08:15:00Z,2024-02-23T09:15:00+01:00,37.165,57.156,52.75
2024-02-23T08:30:00Z,2024-02-23T09:30:00+01:00,36.24,57.256,50.058
2024-02-23T08:45:00Z,2024-02-23T09:45:00+01:00,35.494,57.131,46.867
2024-02-23T09:00:00Z,2024-02-23T10:00:00+01:00,34.987,57.156,43.626
2024-02-23T09:15:00Z,2024-02-23T10:15:00+01:00,34.659,57.454,40.734
2024-02-23T09:30:00Z,2024-02-23T10:30:00+01:00,34.51,57.902,38.516
2024-02-23T09:45:00Z,2024-02-23T10:45:00+01:00,34.51,58.523,37.419
2024-02-23T10:00:00Z,2024-02-23T11:00:00+01:00,34.629,59.169,37.568
2024-02-23T10:15:00Z,2024-02-23T11:15:00+01:00,34.898,59.641,38.416
2024-02-23T10:30:00Z,2024-02-23T11:30:00+01:00,35.405,59.741,39.239
2024-02-23T10:45:00Z,2024-02-23T11:45:00+01:00,36.24,59.219,39.263
2024-02-23T11:00:00Z,2024-02-23T12:00:00+01:00,37.403,57.902,37.942
2024-02-23T11:15:00Z,2024-02-23T12:15:00+01:00,38.656,55.938,35.699
2024-02-23T11:30:00Z,2024-02-23T12:30:00+01:00,39.67,53.603,33.081
2024-02-23T11:45:00Z,2024-02-23T12:45:00+01:00,40.207,51.093,30.713
2024-02-23T12:00:00Z,2024-02-23T13:00:00+01:00,40.028,48.632,29.043
2024-02-23T12:15:00Z,2024-02-23T13:15:00+01:00,39.282,46.396,28.045
2024-02-23T12:30:00Z,2024-02-23T13:30:00+01:00,38.179,44.532,27.497
2024-02-23T12:45:00Z,2024-02-23T13:45:00+01:00,36.986,43.19,27.248
2024-02-23T13:00:00Z,2024-02-23T14:00:00+01:00,35.852,42.494,27.123
2024-02-23T13:15:00Z,2024-02-23T14:15:00+01:00,34.838,42.42,27.048
2024-02-23T13:30:00Z,2024-02-23T14:30:00+01:00,33.914,42.917,27.023
2024-02-23T13:45:00Z,2024-02-23T14:45:00+01:00,33.019,43.886,27.023
2024-02-23T14:00:00Z,2024-02-23T15:00:00+01:00,32.184,45.253,26.998
2024-02-23T14:15:00Z,2024-02-23T15:15:00+01:00,31.468,46.769,26.998
2024-02-23T14:30:00Z,2024-02-23T15:30:00+01:00,30.871,48.185,27.073
2024-02-23T14:45:00Z,2024-02-23T15:45:00+01:00,30.543,49.229,27.248
2024-02-23T15:00:00Z,2024-02-23T16:00:00+01:00,30.483,49.726,27.572
2024-02-23T15:15:00Z,2024-02-23T16:15:00+01:00,30.782,49.875,28.195
2024-02-23T15:30:00Z,2024-02-23T16:30:00+01:00,31.498,49.925,29.267
2024-02-23T15:45:00Z,2024-02-23T16:45:00+01:00,32.78,50.148,30.937
2024-02-23T16:00:00Z,2024-02-23T17:00:00+01:00,34.6,50.695,33.33
2024-02-23T16:15:00Z,2024-02-23T17:15:00+01:00,36.896,51.142,36.397
2024-02-23T16:30:00Z,2024-02-23T17:30:00+01:00,39.551,51.068,40.011
2024-02-23T16:45:00Z,2024-02-23T17:45:00+01:00,42.444,49.925,44.1
2024-02-23T17:00:00Z,2024-02-23T18:00:00+01:00,45.457,47.39,48.487
2024-02-23T17:15:00Z,2024-02-23T18:15:00+01:00,48.38,43.886,52.725
2024-02-23T17:30:00Z,2024-02-23T18:30:00+01:00,51.064,39.885,56.365
2024-02-23T17:45:00Z,2024-02-23T18:45:00+01:00,53.361,35.984,58.883
2024-02-23T18:00:00Z,2024-02-23T19:00:00+01:00,55.091,32.629,59.93
2024-02-23T18:15:00Z,2024-02-23T19:15:00+01:00,56.135,29.845,59.506
2024-02-23T18:30:00Z,2024-02-23T19:30:00+01:00,56.344,27.659,57.711
2024-02-23T18:45:00Z,2024-02-23T19:45:00+01:00,55.598,25.994,54.72
2024-02-23T19:00:00Z,2024-02-23T20:00:00+01:00,53.898,24.851,50.706
2024-02-23T19:15:00Z,2024-02-23T20:15:00+01:00,51.512,24.03,46.094
2024-02-23T19:30:00Z,2024-02-23T20:30:00+01:00,48.887,23.384,41.407
2024-02-23T19:45:00Z,2024-02-23T20:45:00+01:00,46.411,22.763,37.169
2024-02-23T20:00:00Z,2024-02-23T21:00:00+01:00,44.413,21.993,33.804
2024-02-23T20:15:00Z,2024-02-23T21:15:00+01:00,42.772,21.173,31.211
2024-02-23T20:30:00Z,2024-02-23T21:30:00+01:00,41.281,20.402,29.242
2024-02-23T20:45:00Z,2024-02-23T21:45:00+01:00,39.73,19.731,27.721
2024-02-23T21:00:00Z,2024-02-23T22:00:00+01:00,37.94,19.284,26.45
2024-02-23T21:15:00Z,2024-02-23T22:15:00+01:00,35.942,18.986,25.353
2024-02-23T21:30:00Z,2024-02-23T22:30:00+01:00,33.794,18.787,24.356
2024-02-23T21:45:00Z,2024-02-23T22:45:00+01:00,31.527,18.563,23.334
2024-02-23T22:00:00Z,2024-02-23T23:00:00+01:00,29.231,18.315,22.212
2024-02-23T22:15:00Z,2024-02-23T23:15:00+01:00,26.904,17.967,21.09
2024-02-23T22:30:00Z,2024-02-23T23:30:00+01:00,24.607,17.52,19.968
2024-02-23T22:45:00Z,2024-02-23T23:45:00+01:00,22.341,16.948,18.946
2024-02-23T23:00:00Z,2024-02-24T00:00:00+01:00,21.066,17.395,18.423
2024-02-23T23:15:00Z,2024-02-24T00:15:00+01:00,20.292,18.141,18.198
2024-02-23T23:30:00Z,2024-02-24T00:30:00+01:00,19.608,18.862,18.099
2024-02-23T23:45:00Z,2024-02-24T00:45:00+01:00,18.834,19.284,18.024
2024-02-24T00:00:00Z,2024-02-24T01:00:00+01:00,17.703,19.16,17.824
2024-02-24T00:15:00Z,2024-02-24T01:15:00+01:00,16.364,18.638,17.55
2024-02-24T00:30:00Z,2024-02-24T01:30:00+01:00,15.026,17.917,17.226
2024-02-24T00:45:00Z,2024-02-24T01:45:00+01:00,13.865,17.172,16.852
2024-02-24T01:00:00Z,2024-02-24T02:00:00+01:00,13.062,16.6,16.503
2024-02-24T01:15:00Z,2024-02-24T02:15:00+01:00,12.586,16.178,16.154
2024-02-24T01:30:00Z,2024-02-24T02:30:00+01:00,12.318,15.929,15.805
2024-02-24T01:45:00Z,2024-02-24T02:45:00+01:00,12.139,15.78,15.481
2024-02-24T02:00:00Z,2024-02-24T03:00:00+01:00,11.991,15.755,15.132
2024-02-24T02:15:00Z,2024-02-24T03:15:00+01:00,11.872,15.805,14.808
2024-02-24T02:30:00Z,2024-02-24T03:30:00+01:00,11.753,15.904,14.534
2024-02-24T02:45:00Z,2024-02-24T03:45:00+01:00,11.634,16.029,14.309
2024-02-24T03:00:00Z,2024-02-24T04:00:00+01:00,11.544,16.153,14.185
2024-02-24T03:15:00Z,2024-02-24T04:15:00+01:00,11.455,16.302,14.16
2024-02-24T03:30:00Z,2024-02-24T04:30:00+01:00,11.396,16.476,14.21
2024-02-24T03:45:00Z,2024-02-24T04:45:00+01:00,11.396,16.724,14.309
2024-02-24T04:00:00Z,2024-02-24T05:00:00+01:00,11.455,17.023,14.509
2024-02-24T04:15:00Z,2024-02-24T05:15:00+01:00,11.634,17.371,14.758
2024-02-24T04:30:00Z,2024-02-24T05:30:00+01:00,11.991,17.743,15.082
2024-02-24T04:45:00Z,2024-02-24T05:45:00+01:00,12.616,18.116,15.481
2024-02-24T05:00:00Z,2024-02-24T06:00:00+01:00,13.568,18.489,15.98
2024-02-24T05:15:00Z,2024-02-24T06:15:00+01:00,14.847,19.085,16.802
2024-02-24T05:30:00Z,2024-02-24T06:30:00+01:00,16.454,20.129,18.173
2024-02-24T05:45:00Z,2024-02-24T06:45:00+01:00,18.328,21.819,20.317
2024-02-24T06:00:00Z,2024-02-24T07:00:00+01:00,20.5,24.353,23.409
2024-02-24T06:15:00Z,2024-02-24T07:15:00+01:00,22.94,27.51,27.273
2024-02-24T06:30:00Z,2024-02-24T07:30:00+01:00,25.618,31.013,31.635
2024-02-24T06:45:00Z,2024-02-24T07:45:00+01:00,28.474,34.592,36.247
2024-02-24T07:00:00Z,2024-02-24T08:00:00+01:00,31.479,38.021,40.834
2024-02-24T07:15:00Z,2024-02-24T08:15:00+01:00,34.455,41.103,45.122
2024-02-24T07:30:00Z,2024-02-24T08:30:00+01:00,37.162,43.712,48.762
2024-02-24T07:45:00Z,2024-02-24T08:45:00+01:00,39.364,45.75,51.504
2024-02-24T08:00:00Z,2024-02-24T09:00:00+01:00,40.941,47.092,53.074
2024-02-24T08:15:00Z,2024-02-24T09:15:00+01:00,41.982,47.912,53.498
2024-02-24T08:30:00Z,2024-02-24T09:30:00+01:00,42.637,48.483,52.875
2024-02-24T08:45:00Z,2024-02-24T09:45:00+01:00,43.083,48.98,51.254
2024-02-24T09:00:00Z,2024-02-24T10:00:00+01:00,43.44,49.651,48.836
2024-02-24T09:15:00Z,2024-02-24T10:15:00+01:00,43.797,50.372,46.119
2024-02-24T09:30:00Z,2024-02-24T10:30:00+01:00,44.154,51.043,43.726
2024-02-24T09:45:00Z,2024-02-24T10:45:00+01:00,44.571,51.54,42.255
2024-02-24T10:00:00Z,2024-02-24T11:00:00+01:00,45.077,51.788,42.105
2024-02-24T10:15:00Z,2024-02-24T11:15:00+01:00,45.672,51.764,42.704
2024-02-24T10:30:00Z,2024-02-24T11:30:00+01:00,46.416,51.54,43.252
2024-02-24T10:45:00Z,2024-02-24T11:45:00+01:00,47.308,51.093,42.953
2024-02-24T11:00:00Z,2024-02-24T12:00:00+01:00,48.32,50.447,41.233
2024-02-24T11:15:00Z,2024-02-24T12:15:00+01:00,49.332,49.626,38.516
2024-02-24T11:30:00Z,2024-02-24T12:30:00+01:00,50.105,48.608,35.399
2024-02-24T11:45:00Z,2024-02-24T12:45:00+01:00,50.522,47.365,32.558
2024-02-24T12:00:00Z,2024-02-24T13:00:00+01:00,50.403,45.874,30.439
2024-02-24T12:15:00Z,2024-02-24T13:15:00+01:00,49.867,44.11,28.943
2024-02-24T12:30:00Z,2024-02-24T13:30:00+01:00,49.034,41.973,27.821
2024-02-24T12:45:00Z,2024-02-24T13:45:00+01:00,48.052,39.463,26.774
2024-02-24T13:00:00Z,2024-02-24T14:00:00+01:00,47.04,36.58,25.652
2024-02-24T13:15:00Z,2024-02-24T14:15:00+01:00,46.088,33.498,24.48
2024-02-24T13:30:00Z,2024-02-24T14:30:00+01:00,45.166,30.492,23.433
2024-02-24T13:45:00Z,2024-02-24T14:45:00+01:00,44.333,27.857,22.636
2024-02-24T14:00:00Z,2024-02-24T15:00:00+01:00,43.589,25.795,22.162
2024-02-24T14:15:00Z,2024-02-24T15:15:00+01:00,42.964,24.204,21.988
2024-02-24T14:30:00Z,2024-02-24T15:30:00+01:00,42.458,23.012,21.938
2024-02-24T14:45:00Z,2024-02-24T15:45:00+01:00,42.101,22.067,21.938
2024-02-24T15:00:00Z,2024-02-24T16:00:00+01:00,41.923,21.272,21.913
2024-02-24T15:15:00Z,2024-02-24T16:15:00+01:00,42.161,20.7,22.062
2024-02-24T15:30:00Z,2024-02-24T16:30:00+01:00,43.113,20.477,22.661
2024-02-24T15:45:00Z,2024-02-24T16:45:00+01:00,45.077,20.676,24.007
2024-02-24T16:00:00Z,2024-02-24T17:00:00+01:00,48.171,21.322,26.3
2024-02-24T16:15:00Z,2024-02-24T17:15:00+01:00,51.95,22.241,29.367
2024-02-24T16:30:00Z,2024-02-24T17:30:00+01:00,55.758,23.21,33.081
2024-02-24T16:45:00Z,2024-02-24T17:45:00+01:00,58.942,23.906,37.169
2024-02-24T17:00:00Z,2024-02-24T18:00:00+01:00,61.054,24.204,41.482
2024-02-24T17:15:00Z,2024-02-24T18:15:00+01:00,62.215,24.204,45.72
2024-02-24T17:30:00Z,2024-02-24T18:30:00+01:00,62.81,24.055,49.609
2024-02-24T17:45:00Z,2024-02-24T18:45:00+01:00,63.137,23.906,52.875
2024-02-24T18:00:00Z,2024-02-24T19:00:00+01:00,63.435,23.931,55.218
2024-02-24T18:15:00Z,2024-02-24T19:15:00+01:00,63.375,24.055,56.39
2024-02-24T18:30:00Z,2024-02-24T19:30:00+01:00,62.602,24.155,56.066
2024-02-24T18:45:00Z,2024-02-24T19:45:00+01:00,60.668,24.155,54.047
2024-02-24T19:00:00Z,2024-02-24T20:00:00+01:00,57.395,23.931,50.182
2024-02-24T19:15:00Z,2024-02-24T20:15:00+01:00,53.259,23.558,45.197
2024-02-24T19:30:00Z,2024-02-24T20:30:00+01:00,48.915,23.061,39.962
2024-02-24T19:45:00Z,2024-02-24T20:45:00+01:00,45.077,22.515,35.325
2024-02-24T20:00:00Z,2024-02-24T21:00:00+01:00,42.22,21.993,31.984
2024-02-24T20:15:00Z,2024-02-24T21:15:00+01:00,40.257,21.471,29.741
2024-02-24T20:30:00Z,2024-02-24T21:30:00+01:00,38.977,20.949,28.22
2024-02-24T20:45:00Z,2024-02-24T21:45:00+01:00,38.144,20.427,27.023
2024-02-24T21:00:00Z,2024-02-24T22:00:00+01:00,37.519,19.905,25.852
2024-02-24T21:15:00Z,2024-02-24T22:15:00+01:00,36.924,19.383,24.63
2024-02-24T21:30:00Z,2024-02-24T22:30:00+01:00,36.18,18.862,23.409
2024-02-24T21:45:00Z,2024-02-24T22:45:00+01:00,35.169,18.34,22.162
2024-02-24T22:00:00Z,2024-02-24T23:00:00+01:00,33.741,17.818,20.941
2024-02-24T22:15:00Z,2024-02-24T23:15:00+01:00,31.955,17.321,19.769
2024-02-24T22:30:00Z,2024-02-24T23:30:00+01:00,29.992,16.799,18.697
2024-02-24T22:45:00Z,2024-02-24T23:45:00+01:00,27.998,16.252,17.775
2024-02-24T23:00:00Z,2024-02-25T00:00:00+01:00,25.969,15.706,17.027
2024-02-24T23:15:00Z,2024-02-25T00:15:00+01:00,24.069,15.159,16.453
2024-02-24T23:30:00Z,2024-02-25T00:30:00+01:00,22.259,14.637,16.029
2024-02-24T23:45:00Z,2024-02-25T00:45:00+01:00,20.508,14.165,15.705
2024-02-25T00:00:00Z,2024-02-25T01:00:00+01:00,18.816,13.742,15.481
2024-02-25T00:15:00Z,2024-02-25T01:15:00+01:00,17.273,13.345,15.307
2024-02-25T00:30:00Z,2024-02-25T01:30:00+01:00,15.908,12.947,15.157
2024-02-25T00:45:00Z,2024-02-25T01:45:00+01:00,14.81,12.55,15.007
2024-02-25T01:00:00Z,2024-02-25T02:00:00+01:00,14.038,12.102,14.833
2024-02-25T01:15:00Z,2024-02-25T02:15:00+01:00,13.504,11.655,14.658
2024-02-25T01:30:00Z,2024-02-25T02:30:00+01:00,13.118,11.232,14.459
2024-02-25T01:45:00Z,2024-02-25T02:45:00+01:00,12.851,10.909,14.309
2024-02-25T02:00:00Z,2024-02-25T03:00:00+01:00,12.584,10.686,14.21
2024-02-25T02:15:00Z,2024-02-25T03:15:00+01:00,12.317,10.561,14.135
2024-02-25T02:30:00Z,2024-02-25T03:30:00+01:00,12.079,10.487,14.11
2024-02-25T02:45:00Z,2024-02-25T03:45:00+01:00,11.871,10.437,14.085
2024-02-25T03:00:00Z,2024-02-25T04:00:00+01:00,11.664,10.412,14.06
2024-02-25T03:15:00Z,2024-02-25T04:15:00+01:00,11.515,10.388,14.085
2024-02-25T03:30:00Z,2024-02-25T04:30:00+01:00,11.426,10.388,14.16
2024-02-25T03:45:00Z,2024-02-25T04:45:00+01:00,11.367,10.437,14.309
2024-02-25T04:00:00Z,2024-02-25T05:00:00+01:00,11.367,10.586,14.584
2024-02-25T04:15:00Z,2024-02-25T05:15:00+01:00,11.397,10.785,15.082
2024-02-25T04:30:00Z,2024-02-25T05:30:00+01:00,11.486,11.034,15.88
2024-02-25T04:45:00Z,2024-02-25T05:45:00+01:00,11.604,11.382,17.077
2024-02-25T05:00:00Z,2024-02-25T06:00:00+01:00,11.782,11.779,18.772
2024-02-25T05:15:00Z,2024-02-25T06:15:00+01:00,11.99,12.177,20.965
2024-02-25T05:30:00Z,2024-02-25T06:30:00+01:00,12.257,12.525,23.633
2024-02-25T05:45:00Z,2024-02-25T06:45:00+01:00,12.584,12.773,26.774
2024-02-25T06:00:00Z,2024-02-25T07:00:00+01:00,13.059,12.873,30.389
2024-02-25T06:15:00Z,2024-02-25T07:15:00+01:00,13.83,12.848,34.352
2024-02-25T06:30:00Z,2024-02-25T07:30:00+01:00,15.166,12.723,38.64
2024-02-25T06:45:00Z,2024-02-25T07:45:00+01:00,17.303,12.55,43.177
2024-02-25T07:00:00Z,2024-02-25T08:00:00+01:00,20.359,12.326,47.789
2024-02-25T07:15:00Z,2024-02-25T08:15:00+01:00,24.129,12.177,52.002
2024-02-25T07:30:00Z,2024-02-25T08:30:00+01:00,28.254,12.127,55.193
2024-02-25T07:45:00Z,2024-02-25T08:45:00+01:00,32.35,12.301,56.814
2024-02-25T08:00:00Z,2024-02-25T09:00:00+01:00,36.178,12.748,56.44
2024-02-25T08:15:00Z,2024-02-25T09:15:00+01:00,39.68,13.37,54.495
2024-02-25T08:30:00Z,2024-02-25T09:30:00+01:00,42.856,14.115,51.504
2024-02-25T08:45:00Z,2024-02-25T09:45:00+01:00,45.705,14.861,48.039
2024-02-25T09:00:00Z,2024-02-25T10:00:00+01:00,48.257,15.556,44.598
2024-02-25T09:15:00Z,2024-02-25T10:15:00+01:00,50.602,16.178,41.632
2024-02-25T09:30:00Z,2024-02-25T10:30:00+01:00,52.828,16.7,39.413
2024-02-25T09:45:00Z,2024-02-25T10:45:00+01:00,55.083,17.172,38.341
2024-02-25T10:00:00Z,2024-02-25T11:00:00+01:00,57.369,17.594,38.541
2024-02-25T10:15:00Z,2024-02-25T11:15:00+01:00,59.535,17.942,39.438
2024-02-25T10:30:00Z,2024-02-25T11:30:00+01:00,61.316,18.265,40.261
2024-02-25T10:45:00Z,2024-02-25T11:45:00+01:00,62.503,18.563,40.186
2024-02-25T11:00:00Z,2024-02-25T12:00:00+01:00,62.859,18.886,38.69
2024-02-25T11:15:00Z,2024-02-25T12:15:00+01:00,62.384,19.209,36.247
2024-02-25T11:30:00Z,2024-02-25T12:30:00+01:00,61.108,19.483,33.505
2024-02-25T11:45:00Z,2024-02-25T12:45:00+01:00,59.031,19.731,31.161
2024-02-25T12:00:00Z,2024-02-25T13:00:00+01:00,56.271,19.905,29.765
2024-02-25T12:15:00Z,2024-02-25T13:15:00+01:00,53.036,20.005,29.142
2024-02-25T12:30:00Z,2024-02-25T13:30:00+01:00,49.652,19.955,28.943
2024-02-25T12:45:00Z,2024-02-25T13:45:00+01:00,46.447,19.731,28.868
2024-02-25T13:00:00Z,2024-02-25T14:00:00+01:00,43.627,19.334,28.619
2024-02-25T13:15:00Z,2024-02-25T14:15:00+01:00,41.224,18.812,28.22
2024-02-25T13:30:00Z,2024-02-25T14:30:00+01:00,39.205,18.24,27.746
2024-02-25T13:45:00Z,2024-02-25T14:45:00+01:00,37.543,17.644,27.248
2024-02-25T14:00:00Z,2024-02-25T15:00:00+01:00,36.208,17.122,26.799
2024-02-25T14:15:00Z,2024-02-25T15:15:00+01:00,35.05,16.65,26.45
2024-02-25T14:30:00Z,2024-02-25T15:30:00+01:00,34.071,16.203,26.275
2024-02-25T14:45:00Z,2024-02-25T15:45:00+01:00,33.092,15.78,26.325
2024-02-25T15:00:00Z,2024-02-25T16:00:00+01:00,32.142,15.407,26.649
2024-02-25T15:15:00Z,2024-02-25T16:15:00+01:00,31.43,15.209,27.372
2024-02-25T15:30:00Z,2024-02-25T16:30:00+01:00,31.222,15.358,28.519
2024-02-25T15:45:00Z,2024-02-25T16:45:00+01:00,31.875,16.029,30.239
2024-02-25T16:00:00Z,2024-02-25T17:00:00+01:00,33.507,17.271,32.582
2024-02-25T16:15:00Z,2024-02-25T17:15:00+01:00,35.881,18.886,35.499
2024-02-25T16:30:00Z,2024-02-25T17:30:00+01:00,38.582,20.527,38.914
2024-02-25T16:45:00Z,2024-02-25T17:45:00+01:00,41.253,21.819,42.729
2024-02-25T17:00:00Z,2024-02-25T18:00:00+01:00,43.568,22.564,46.817
2024-02-25T17:15:00Z,2024-02-25T18:15:00+01:00,45.557,22.887,50.88
2024-02-25T17:30:00Z,2024-02-25T18:30:00+01:00,47.397,22.937,54.47
2024-02-25T17:45:00Z,2024-02-25T18:45:00+01:00,49.148,22.987,57.262
2024-02-25T18:00:00Z,2024-02-25T19:00:00+01:00,50.899,23.136,58.883
2024-02-25T18:15:00Z,2024-02-25T19:15:00+01:00,52.353,23.359,59.182
2024-02-25T18:30:00Z,2024-02-25T19:30:00+01:00,53.154,23.509,58.06
2024-02-25T18:45:00Z,2024-02-25T19:45:00+01:00,52.857,23.459,55.418
2024-02-25T19:00:00Z,2024-02-25T20:00:00+01:00,51.314,23.111,51.279
2024-02-25T19:15:00Z,2024-02-25T20:15:00+01:00,48.881,22.564,46.244
2024-02-25T19:30:00Z,2024-02-25T20:30:00+01:00,46.18,21.868,41.058
2024-02-25T19:45:00Z,2024-02-25T20:45:00+01:00,43.717,21.123,36.496
2024-02-25T20:00:00Z,2024-02-25T21:00:00+01:00,41.965,20.402,33.056
2024-02-25T20:15:00Z,2024-02-25T21:15:00+01:00,40.719,19.731,30.663
2024-02-25T20:30:00Z,2024-02-25T21:30:00+01:00,39.68,19.11,28.993
2024-02-25T20:45:00Z,2024-02-25T21:45:00+01:00,38.523,18.563,27.721
2024-02-25T21:00:00Z,2024-02-25T22:00:00+01:00,37.039,18.091,26.575
2024-02-25T21:15:00Z,2024-02-25T22:15:00+01:00,35.199,17.669,25.453
2024-02-25T21:30:00Z,2024-02-25T22:30:00+01:00,33.121,17.221,24.331
2024-02-25T21:45:00Z,2024-02-25T22:45:00+01:00,30.866,16.724,23.084
2024-02-25T22:00:00Z,2024-02-25T23:00:00+01:00,28.551,16.153,21.738
2024-02-25T22:15:00Z,2024-02-25T23:15:00+01:00,26.236,15.556,20.342
2024-02-25T22:30:00Z,2024-02-25T23:30:00+01:00,23.951,15.01,19.071
2024-02-25T22:45:00Z,2024-02-25T23:45:00+01:00,21.725,14.637,18.024
2024-02-25T23:00:00Z,2024-02-26T00:00:00+01:00,20.011,16.277,18.049
2024-02-25T23:15:00Z,2024-02-26T00:15:00+01:00,17.998,15.556,17.301
2024-02-25T23:30:00Z,2024-02-26T00:30:00+01:00,16.252,14.811,16.678
2024-02-25T23:45:00Z,2024-02-26T00:45:00+01:00,14.772,14.165,16.154
2024-02-26T00:00:00Z,2024-02-26T01:00:00+01:00,13.676,13.618,15.755
2024-02-26T00:15:00Z,2024-02-26T01:15:00+01:00,12.907,13.196,15.431
2024-02-26T00:30:00Z,2024-02-26T01:30:00+01:00,12.403,12.848,15.207
2024-02-26T00:45:00Z,2024-02-26T01:45:00+01:00,12.078,12.55,15.007
2024-02-26T01:00:00Z,2024-02-26T02:00:00+01:00,11.871,12.276,14.858
2024-02-26T01:15:00Z,2024-02-26T02:15:00+01:00,11.723,12.052,14.758
2024-02-26T01:30:00Z,2024-02-26T02:30:00+01:00,11.663,11.903,14.658
2024-02-26T01:45:00Z,2024-02-26T02:45:00+01:00,11.575,11.854,14.559
2024-02-26T02:00:00Z,2024-02-26T03:00:00+01:00,11.486,11.903,14.434
2024-02-26T02:15:00Z,2024-02-26T03:15:00+01:00,11.427,12.102,14.309
2024-02-26T02:30:00Z,2024-02-26T03:30:00+01:00,11.338,12.475,14.185
2024-02-26T02:45:00Z,2024-02-26T03:45:00+01:00,11.338,12.997,14.085
2024-02-26T03:00:00Z,2024-02-26T04:00:00+01:00,11.367,13.693,14.035
2024-02-26T03:15:00Z,2024-02-26T04:15:00+01:00,11.486,14.463,14.035
2024-02-26T03:30:00Z,2024-02-26T04:30:00+01:00,11.634,15.209,14.11
2024-02-26T03:45:00Z,2024-02-26T04:45:00+01:00,11.841,15.78,14.309
2024-02-26T04:00:00Z,2024-02-26T05:00:00+01:00,12.107,16.153,14.658
2024-02-26T04:15:00Z,2024-02-26T05:15:00+01:00,12.759,16.401,15.182
2024-02-26T04:30:00Z,2024-02-26T05:30:00+01:00,14.12,16.675,15.905
2024-02-26T04:45:00Z,2024-02-26T05:45:00+01:00,16.518,17.172,16.852
2024-02-26T05:00:00Z,2024-02-26T06:00:00+01:00,20.13,18.017,18.074
2024-02-26T05:15:00Z,2024-02-26T06:15:00+01:00,24.511,19.16,19.694
2024-02-26T05:30:00Z,2024-02-26T06:30:00+01:00,29.01,20.601,21.863
2024-02-26T05:45:00Z,2024-02-26T06:45:00+01:00,33.007,22.291,24.705
2024-02-26T06:00:00Z,2024-02-26T07:00:00+01:00,35.997,24.254,28.32
2024-02-26T06:15:00Z,2024-02-26T07:15:00+01:00,38.039,26.665,32.533
2024-02-26T06:30:00Z,2024-02-26T07:30:00+01:00,39.282,29.796,37.12
2024-02-26T06:45:00Z,2024-02-26T07:45:00+01:00,39.904,33.896,41.806
2024-02-26T07:00:00Z,2024-02-26T08:00:00+01:00,40.082,39.04,46.318
2024-02-26T07:15:00Z,2024-02-26T08:15:00+01:00,39.904,44.607,50.282
2024-02-26T07:30:00Z,2024-02-26T08:30:00+01:00,39.401,49.825,53.249
2024-02-26T07:45:00Z,2024-02-26T08:45:00+01:00,38.69,53.876,54.72
2024-02-26T08:00:00Z,2024-02-26T09:00:00+01:00,37.802,56.212,54.47
2024-02-26T08:15:00Z,2024-02-26T09:15:00+01:00,36.885,57.156,52.75
2024-02-26T08:30:00Z,2024-02-26T09:30:00+01:00,35.967,57.256,50.058
2024-02-26T08:45:00Z,2024-02-26T09:45:00+01:00,35.227,57.131,46.867
2024-02-26T09:00:00Z,2024-02-26T10:00:00+01:00,34.724,57.156,43.626
2024-02-26T09:15:00Z,2024-02-26T10:15:00+01:00,34.398,57.454,40.734
2024-02-26T09:30:00Z,2024-02-26T10:30:00+01:00,34.25,57.902,38.516
