timestamp_utc,timestamp_local,forecast_load_mw,actual_load_mw,forecast_error_mw,imbalance_price_eur_mwh
2024-01-17T17:15:00Z,2024-01-17T18:15:00+01:00,8.594904,8.7650196,0.1701156,126.99
2024-01-17T17:30:00Z,2024-01-17T18:30:00+01:00,8.92308,9.12867789,0.20559789,78.53
2024-01-17T17:45:00Z,2024-01-17T18:45:00+01:00,9.18756,9.4154197,0.2278597,72.43
2024-01-17T18:00:00Z,2024-01-17T19:00:00+01:00,9.369936,9.58970151,0.21976551,131.54
2024-01-17T18:15:00Z,2024-01-17T19:15:00+01:00,9.453448,9.71843573,0.26498773,128.34
2024-01-17T18:30:00Z,2024-01-17T19:30:00+01:00,9.417284,9.67213799,0.25485399,125.88
2024-01-17T18:45:00Z,2024-01-17T19:45:00+01:00,9.243776,9.4485201,0.2047441,128.8
2024-01-17T19:00:00Z,2024-01-17T20:00:00+01:00,8.933912,9.14409778,0.21018578,152.41
2024-01-17T19:15:00Z,2024-01-17T20:15:00+01:00,8.526192,8.75256837,0.22637637,75.18
2024-01-17T19:30:00Z,2024-01-17T20:30:00+01:00,8.086932,8.33666829,0.24973629,69.45
2024-01-17T19:45:00Z,2024-01-17T20:45:00+01:00,7.673844,7.92087585,0.24703185,65.08
2024-01-17T20:00:00Z,2024-01-17T21:00:00+01:00,7.334304,7.61174044,0.27743644,49.46
2024-01-17T20:15:00Z,2024-01-17T21:15:00+01:00,7.05238,7.31439459,0.26201459,-32.78
2024-01-17T20:30:00Z,2024-01-17T21:30:00+01:00,6.798744,7.08620928,0.28746528,-92.45
2024-01-17T20:45:00Z,2024-01-17T21:45:00+01:00,6.542132,6.84455985,0.30242785,-158.44
2024-01-17T21:00:00Z,2024-01-17T22:00:00+01:00,6.257896,6.53349845,0.27560245,-23.1
2024-01-17T21:15:00Z,2024-01-17T22:15:00+01:00,5.947828,6.21858102,0.27075302,118.73
2024-01-17T21:30:00Z,2024-01-17T22:30:00+01:00,5.619096,5.85548942,0.23639342,119.98
2024-01-17T21:45:00Z,2024-01-17T22:45:00+01:00,5.271924,5.48660438,0.21468038,119.01
2024-01-17T22:00:00Z,2024-01-17T23:00:00+01:00,4.919036,5.082279,0.163243,119.34
2024-01-17T22:15:00Z,2024-01-17T23:15:00+01:00,4.559268,4.70691454,0.14764654,118.34
2024-01-17T22:30:00Z,2024-01-17T23:30:00+01:00,4.201604,4.34203641,0.14043241,44.98
2024-01-17T22:45:00Z,2024-01-17T23:45:00+01:00,3.84608,3.99040483,0.14432483,57.78
2024-01-17T23:00:00Z,2024-01-18T00:00:00+01:00,3.5022,3.59939922,0.09719922,119.5
2024-01-17T23:15:00Z,2024-01-18T00:15:00+01:00,3.180432,3.26396209,0.08353009,119.41
2024-01-17T23:30:00Z,2024-01-18T00:30:00+01:00,2.898568,2.96101051,0.06244251,119.0
2024-01-17T23:45:00Z,2024-01-18T00:45:00+01:00,2.659492,2.72448175,0.06498975,115.61
2024-01-18T00:00:00Z,2024-01-18T01:00:00+01:00,2.480772,2.53898636,0.05821436,23.69
2024-01-18T00:15:00Z,2024-01-18T01:15:00+01:00,2.353952,2.40633454,0.05238254,22.86
2024-01-18T00:30:00Z,2024-01-18T01:30:00+01:00,2.269188,2.33052415,0.06133615,25.25
2024-01-18T00:45:00Z,2024-01-18T01:45:00+01:00,2.212136,2.26073004,0.04859404,1.72
2024-01-18T01:00:00Z,2024-01-18T02:00:00+01:00,2.173568,2.22813273,0.05456473,26.72
2024-01-18T01:15:00Z,2024-01-18T02:15:00+01:00,2.145412,2.19667625,0.05126425,-2.06
2024-01-18T01:30:00Z,2024-01-18T02:30:00+01:00,2.132356,2.17866973,0.04631373,-7.23
2024-01-18T01:45:00Z,2024-01-18T02:45:00+01:00,2.117228,2.16827163,0.05104363,99.34
2024-01-18T02:00:00Z,2024-01-18T03:00:00+01:00,2.104244,2.15293813,0.04869413,102.37
2024-01-18T02:15:00Z,2024-01-18T03:15:00+01:00,2.0992,2.15403414,0.05483414,99.34
2024-01-18T02:30:00Z,2024-01-18T03:30:00+01:00,2.094,2.14452197,0.05052197,99.34
2024-01-18T02:45:00Z,2024-01-18T03:45:00+01:00,2.105728,2.16465728,0.05892928,1.56
2024-01-18T03:00:00Z,2024-01-18T04:00:00+01:00,2.126372,2.18708844,0.06071644,40.95
2024-01-18T03:15:00Z,2024-01-18T04:15:00+01:00,2.162492,2.23513239,0.07264039,47.71
2024-01-18T03:30:00Z,2024-01-18T04:30:00+01:00,2.202836,2.29648273,0.09364673,54.13
2024-01-18T03:45:00Z,2024-01-18T04:45:00+01:00,2.248932,2.34555942,0.09662742,38.49
2024-01-18T04:00:00Z,2024-01-18T05:00:00+01:00,2.300156,2.3950657,0.0949097,109.95
2024-01-18T04:15:00Z,2024-01-18T05:15:00+01:00,2.4069,2.51275625,0.10585625,118.63
2024-01-18T04:30:00Z,2024-01-18T05:30:00+01:00,2.62114,2.74617768,0.12503768,119.68
2024-01-18T04:45:00Z,2024-01-18T05:45:00+01:00,2.996104,3.13095664,0.13485264,119.9
2024-01-18T05:00:00Z,2024-01-18T06:00:00+01:00,3.56166,3.72228848,0.16062848,135.82
2024-01-18T05:15:00Z,2024-01-18T06:15:00+01:00,4.251792,4.43318235,0.18139035,149.13
2024-01-18T05:30:00Z,2024-01-18T06:30:00+01:00,4.970828,5.17115345,0.20032545,162.94
2024-01-18T05:45:00Z,2024-01-18T06:45:00+01:00,5.626744,5.85752083,0.23077683,161.69
2024-01-18T06:00:00Z,2024-01-18T07:00:00+01:00,6.146016,6.42208915,0.27607315,4.79
2024-01-18T06:15:00Z,2024-01-18T07:15:00+01:00,6.540404,6.83179466,0.29139066,60.88
2024-01-18T06:30:00Z,2024-01-18T07:30:00+01:00,6.836624,7.13233754,0.29571354,129.34
2024-01-18T06:45:00Z,2024-01-18T07:45:00+01:00,7.064772,7.39898696,0.33421496,129.24
2024-01-18T07:00:00Z,2024-01-18T08:00:00+01:00,7.250644,7.58667561,0.33603161,64.17
2024-01-18T07:15:00Z,2024-01-18T08:15:00+01:00,7.389644,7.73055978,0.34091578,58.64
2024-01-18T07:30:00Z,2024-01-18T08:30:00+01:00,7.463992,7.79409533,0.33010333,55.35
2024-01-18T07:45:00Z,2024-01-18T08:45:00+01:00,7.467564,7.80513669,0.33757269,127.86
2024-01-18T08:00:00Z,2024-01-18T09:00:00+01:00,7.390028,7.71716078,0.32713278,145.27
2024-01-18T08:15:00Z,2024-01-18T09:15:00+01:00,7.262844,7.57980683,0.31696283,132.24
2024-01-18T08:30:00Z,2024-01-18T09:30:00+01:00,7.107628,7.43911009,0.33148209,65.38
2024-01-18T08:45:00Z,2024-01-18T09:45:00+01:00,6.96934,7.31256354,0.34322354,65.99
2024-01-18T09:00:00Z,2024-01-18T10:00:00+01:00,6.869392,7.19549438,0.32610238,134.05
2024-01-18T09:15:00Z,2024-01-18T10:15:00+01:00,6.805108,7.10889014,0.30378214,128.42
2024-01-18T09:30:00Z,2024-01-18T10:30:00+01:00,6.776136,7.09486916,0.31873316,143.91
2024-01-18T09:45:00Z,2024-01-18T10:45:00+01:00,6.782264,7.06543816,0.28317416,142.19
2024-01-18T10:00:00Z,2024-01-18T11:00:00+01:00,6.8166,7.11012347,0.29352347,141.24
2024-01-18T10:15:00Z,2024-01-18T11:15:00+01:00,6.874192,7.21367683,0.33948483,73.1
2024-01-18T10:30:00Z,2024-01-18T11:30:00+01:00,6.957796,7.30665764,0.34886164,73.1
2024-01-18T10:45:00Z,2024-01-18T11:45:00+01:00,7.06838,7.44679677,0.37841677,137.77
2024-01-18T11:00:00Z,2024-01-18T12:00:00+01:00,7.197284,7.53081102,0.33352702,125.35
2024-01-18T11:15:00Z,2024-01-18T12:15:00+01:00,7.316584,7.66550975,0.34892575,63.61
2024-01-18T11:30:00Z,2024-01-18T12:30:00+01:00,7.38884,7.71372325,0.32488325,66.46
2024-01-18T11:45:00Z,2024-01-18T12:45:00+01:00,7.388756,7.70863864,0.31988264,120.0
2024-01-18T12:00:00Z,2024-01-18T13:00:00+01:00,7.289872,7.59695653,0.30708453,125.18
2024-01-18T12:15:00Z,2024-01-18T13:15:00+01:00,7.118604,7.45689289,0.33828889,125.29
2024-01-18T12:30:00Z,2024-01-18T13:30:00+01:00,6.907084,7.23612635,0.32904235,66.69
2024-01-18T12:45:00Z,2024-01-18T13:45:00+01:00,6.697324,7.04768933,0.35036533,66.57
2024-01-18T13:00:00Z,2024-01-18T14:00:00+01:00,6.51274,6.87386142,0.36112142,52.47
2024-01-18T13:15:00Z,2024-01-18T14:15:00+01:00,6.361124,6.6974281,0.3363041,63.25
2024-01-18T13:30:00Z,2024-01-18T14:30:00+01:00,6.236772,6.56573682,0.32896482,63.11
2024-01-18T13:45:00Z,2024-01-18T14:45:00+01:00,6.128428,6.46630485,0.33787685,128.47
2024-01-18T14:00:00Z,2024-01-18T15:00:00+01:00,6.038116,6.37648176,0.33836576,128.8
2024-01-18T14:15:00Z,2024-01-18T15:15:00+01:00,5.96908,6.27386641,0.30478641,128.2
2024-01-18T14:30:00Z,2024-01-18T15:30:00+01:00,5.915884,6.20613128,0.29024728,127.77
2024-01-18T14:45:00Z,2024-01-18T15:45:00+01:00,5.89418,6.18148373,0.28730373,65.26
2024-01-18T15:00:00Z,2024-01-18T16:00:00+01:00,5.89988,6.1786559,0.2787759,59.59
2024-01-18T15:15:00Z,2024-01-18T16:15:00+01:00,5.95226,6.25003059,0.29777059,53.48
2024-01-18T15:30:00Z,2024-01-18T16:30:00+01:00,6.067456,6.37137319,0.30391719,58.97
2024-01-18T15:45:00Z,2024-01-18T16:45:00+01:00,6.274888,6.59252537,0.31763737,125.35
2024-01-18T16:00:00Z,2024-01-18T17:00:00+01:00,6.57484,6.88014353,0.30530353,57.15
2024-01-18T16:15:00Z,2024-01-18T17:15:00+01:00,6.948204,7.26915721,0.32095321,63.34
2024-01-18T16:30:00Z,2024-01-18T17:30:00+01:00,7.36594,7.65853008,0.29259008,63.34
2024-01-18T16:45:00Z,2024-01-18T17:45:00+01:00,7.79696,8.11670502,0.31974502,63.77
2024-01-18T17:00:00Z,2024-01-18T18:00:00+01:00,8.214596,8.52723566,0.31263966,124.37
2024-01-18T17:15:00Z,2024-01-18T18:15:00+01:00,8.594484,8.92413242,0.32964842,124.26
2024-01-18T17:30:00Z,2024-01-18T18:30:00+01:00,8.92266,9.25449281,0.33183281,123.54
2024-01-18T17:45:00Z,2024-01-18T18:45:00+01:00,9.18714,9.54626541,0.35912541,72.44
2024-01-18T18:00:00Z,2024-01-18T19:00:00+01:00,9.369516,9.7096368,0.3401208,137.65
2024-01-18T18:15:00Z,2024-01-18T19:15:00+01:00,9.453028,9.74061708,0.28758908,127.33
2024-01-18T18:30:00Z,2024-01-18T19:30:00+01:00,9.416864,9.71480348,0.29793948,64.55
2024-01-18T18:45:00Z,2024-01-18T19:45:00+01:00,9.243216,9.54969784,0.30648184,134.61
2024-01-18T19:00:00Z,2024-01-18T20:00:00+01:00,8.933492,9.22249509,0.28900309,142.58
2024-01-18T19:15:00Z,2024-01-18T20:15:00+01:00,8.525772,8.79757537,0.27180337,42.89
2024-01-18T19:30:00Z,2024-01-18T20:30:00+01:00,8.086512,8.32094995,0.23443795,133.74
2024-01-18T19:45:00Z,2024-01-18T20:45:00+01:00,7.673424,7.91680801,0.24338401,8.31
2024-01-18T20:00:00Z,2024-01-18T21:00:00+01:00,7.333884,7.55852751,0.22464351,7.97
2024-01-18T20:15:00Z,2024-01-18T21:15:00+01:00,7.0521,7.28805377,0.23595377,119.07
2024-01-18T20:30:00Z,2024-01-18T21:30:00+01:00,6.798324,7.06301173,0.26468773,119.06
2024-01-18T20:45:00Z,2024-01-18T21:45:00+01:00,6.541852,6.75362582,0.21177382,118.1
2024-01-18T21:00:00Z,2024-01-18T22:00:00+01:00,6.257616,6.45865784,0.20104184,61.47
2024-01-18T21:15:00Z,2024-01-18T22:15:00+01:00,5.947548,6.12167014,0.17412214,53.69
2024-01-18T21:30:00Z,2024-01-18T22:30:00+01:00,5.618816,5.76685641,0.14804041,36.31
2024-01-18T21:45:00Z,2024-01-18T22:45:00+01:00,5.271644,5.40578114,0.13413714,39.05
2024-01-18T22:00:00Z,2024-01-18T23:00:00+01:00,4.918756,5.05100222,0.13224622,18.5
2024-01-18T22:15:00Z,2024-01-18T23:15:00+01:00,4.559128,4.69235166,0.13322366,-6.69
2024-01-18T22:30:00Z,2024-01-18T23:30:00+01:00,4.201324,4.3163915,0.1150675,-22.94
2024-01-18T22:45:00Z,2024-01-18T23:45:00+01:00,3.84594,3.94433072,0.09839072,-65.34
2024-01-18T23:00:00Z,2024-01-19T00:00:00+01:00,3.50178,3.6042552,0.1024752,-135.15
2024-01-18T23:15:00Z,2024-01-19T00:15:00+01:00,3.180012,3.27706993,0.09705793,-99.94
2024-01-18T23:30:00Z,2024-01-19T00:30:00+01:00,2.898288,2.9670942,0.0688062,-17.13
2024-01-18T23:45:00Z,2024-01-19T00:45:00+01:00,2.659072,2.72747076,0.06839876,99.0
2024-01-19T00:00:00Z,2024-01-19T01:00:00+01:00,2.480492,2.52938184,0.04888984,99.0
2024-01-19T00:15:00Z,2024-01-19T01:15:00+01:00,2.353672,2.4036925,0.0500205,99.13
2024-01-19T00:30:00Z,2024-01-19T01:30:00+01:00,2.268908,2.32153794,0.05262994,102.41
2024-01-19T00:45:00Z,2024-01-19T01:45:00+01:00,2.211856,2.27807417,0.06621817,99.19
2024-01-19T01:00:00Z,2024-01-19T02:00:00+01:00,2.173288,2.25236495,0.07907695,99.08
2024-01-19T01:15:00Z,2024-01-19T02:15:00+01:00,2.145272,2.21525994,0.06998794,98.34
2024-01-19T01:30:00Z,2024-01-19T02:30:00+01:00,2.132076,2.20064585,0.06856985,99.7
2024-01-19T01:45:00Z,2024-01-19T02:45:00+01:00,2.116948,2.18365009,0.06670209,101.4
2024-01-19T02:00:00Z,2024-01-19T03:00:00+01:00,2.103964,2.17017731,0.06621331,112.12
2024-01-19T02:15:00Z,2024-01-19T03:15:00+01:00,2.09892,2.15755848,0.05863848,106.93
2024-01-19T02:30:00Z,2024-01-19T03:30:00+01:00,2.09372,2.14746423,0.05374423,114.64
2024-01-19T02:45:00Z,2024-01-19T03:45:00+01:00,2.105448,2.15718701,0.05173901,115.29
2024-01-19T03:00:00Z,2024-01-19T04:00:00+01:00,2.126092,2.17234736,0.04625536,105.26
2024-01-19T03:15:00Z,2024-01-19T04:15:00+01:00,2.162212,2.20714164,0.04492964,98.34
2024-01-19T03:30:00Z,2024-01-19T04:30:00+01:00,2.202696,2.24722978,0.04453378,26.38
2024-01-19T03:45:00Z,2024-01-19T04:45:00+01:00,2.248652,2.29979236,0.05114036,6.07
2024-01-19T04:00:00Z,2024-01-19T05:00:00+01:00,2.299876,2.35530814,0.05543214,-25.87
2024-01-19T04:15:00Z,2024-01-19T05:15:00+01:00,2.40662,2.45750912,0.05088912,13.13
2024-01-19T04:30:00Z,2024-01-19T05:30:00+01:00,2.62086,2.68532421,0.06446421,7.9
2024-01-19T04:45:00Z,2024-01-19T05:45:00+01:00,2.995824,3.0712562,0.0754322,113.44
2024-01-19T05:00:00Z,2024-01-19T06:00:00+01:00,3.56124,3.65474664,0.09350664,112.7
2024-01-19T05:15:00Z,2024-01-19T06:15:00+01:00,4.251232,4.35961328,0.10838128,114.8
2024-01-19T05:30:00Z,2024-01-19T06:30:00+01:00,4.970268,5.11560711,0.14533911,113.29
2024-01-19T05:45:00Z,2024-01-19T06:45:00+01:00,5.626044,5.80668506,0.18064106,114.91
2024-01-19T06:00:00Z,2024-01-19T07:00:00+01:00,6.145316,6.36981125,0.22449525,-4.14
2024-01-19T06:15:00Z,2024-01-19T07:15:00+01:00,6.539704,6.79510595,0.25540195,48.66
2024-01-19T06:30:00Z,2024-01-19T07:30:00+01:00,6.835784,7.11910267,0.28331867,23.24
2024-01-19T06:45:00Z,2024-01-19T07:45:00+01:00,7.063932,7.38808645,0.32415445,113.73
2024-01-19T07:00:00Z,2024-01-19T08:00:00+01:00,7.249804,7.59301446,0.34321046,39.05
2024-01-19T07:15:00Z,2024-01-19T08:15:00+01:00,7.388804,7.71995067,0.33114667,65.31
2024-01-19T07:30:00Z,2024-01-19T08:30:00+01:00,7.463152,7.78262664,0.31947464,111.26
2024-01-19T07:45:00Z,2024-01-19T08:45:00+01:00,7.466724,7.76213583,0.29541183,112.33
2024-01-19T08:00:00Z,2024-01-19T09:00:00+01:00,7.389188,7.67855755,0.28936955,133.99
2024-01-19T08:15:00Z,2024-01-19T09:15:00+01:00,7.262004,7.54444558,0.28244158,129.55
2024-01-19T08:30:00Z,2024-01-19T09:30:00+01:00,7.106788,7.37594219,0.26915419,264.54
2024-01-19T08:45:00Z,2024-01-19T09:45:00+01:00,6.96864,7.24268236,0.27404236,212.63
2024-01-19T09:00:00Z,2024-01-19T10:00:00+01:00,6.868692,7.12115376,0.25246176,152.43
2024-01-19T09:15:00Z,2024-01-19T10:15:00+01:00,6.804408,7.07219058,0.26778258,124.69
2024-01-19T09:30:00Z,2024-01-19T10:30:00+01:00,6.775436,7.08001869,0.30458269,128.28
2024-01-19T09:45:00Z,2024-01-19T10:45:00+01:00,6.781564,7.08442448,0.30286048,119.16
2024-01-19T10:00:00Z,2024-01-19T11:00:00+01:00,6.8159,7.14178802,0.32588802,44.71
2024-01-19T10:15:00Z,2024-01-19T11:15:00+01:00,6.873492,7.18041451,0.30692251,105.23
2024-01-19T10:30:00Z,2024-01-19T11:30:00+01:00,6.957096,7.26086411,0.30376811,100.0
2024-01-19T10:45:00Z,2024-01-19T11:45:00+01:00,7.06754,7.34266764,0.27512764,100.0
2024-01-19T11:00:00Z,2024-01-19T12:00:00+01:00,7.196584,7.52240701,0.32582301,114.92
2024-01-19T11:15:00Z,2024-01-19T12:15:00+01:00,7.315744,7.63752199,0.32177799,125.27
2024-01-19T11:30:00Z,2024-01-19T12:30:00+01:00,7.388,7.71189557,0.32389557,20.7
2024-01-19T11:45:00Z,2024-01-19T12:45:00+01:00,7.387916,7.74727278,0.35935678,25.89
2024-01-19T12:00:00Z,2024-01-19T13:00:00+01:00,7.289032,7.61900136,0.32996936,41.65
2024-01-19T12:15:00Z,2024-01-19T13:15:00+01:00,7.117764,7.45077568,0.33301168,112.98
2024-01-19T12:30:00Z,2024-01-19T13:30:00+01:00,6.906244,7.24198268,0.33573868,109.18
2024-01-19T12:45:00Z,2024-01-19T13:45:00+01:00,6.696484,6.99897003,0.30248603,109.36
2024-01-19T13:00:00Z,2024-01-19T14:00:00+01:00,6.51204,6.80084374,0.28880374,107.0
2024-01-19T13:15:00Z,2024-01-19T14:15:00+01:00,6.360424,6.65099961,0.29057561,104.88
2024-01-19T13:30:00Z,2024-01-19T14:30:00+01:00,6.236072,6.54359233,0.30752033,125.13
2024-01-19T13:45:00Z,2024-01-19T14:45:00+01:00,6.127728,6.39204832,0.26432032,-0.61
2024-01-19T14:00:00Z,2024-01-19T15:00:00+01:00,6.037416,6.32809602,0.29068002,5.53
2024-01-19T14:15:00Z,2024-01-19T15:15:00+01:00,5.96852,6.25393584,0.28541584,22.55
2024-01-19T14:30:00Z,2024-01-19T15:30:00+01:00,5.915324,6.19717338,0.28184938,108.89
2024-01-19T14:45:00Z,2024-01-19T15:45:00+01:00,5.89348,6.15185095,0.25837095,109.85
2024-01-19T15:00:00Z,2024-01-19T16:00:00+01:00,5.89918,6.16588502,0.26670502,34.55
2024-01-19T15:15:00Z,2024-01-19T16:15:00+01:00,5.9517,6.22924292,0.27754292,19.21
2024-01-19T15:30:00Z,2024-01-19T16:30:00+01:00,6.066756,6.35438751,0.28763151,-8.39
2024-01-19T15:45:00Z,2024-01-19T16:45:00+01:00,6.274188,6.57247442,0.29828642,34.26
2024-01-19T16:00:00Z,2024-01-19T17:00:00+01:00,6.57414,6.91051681,0.33637681,20.92
2024-01-19T16:15:00Z,2024-01-19T17:15:00+01:00,6.947364,7.27795779,0.33059379,119.91
2024-01-19T16:30:00Z,2024-01-19T17:30:00+01:00,7.3651,7.7245094,0.3594094,116.19
2024-01-19T16:45:00Z,2024-01-19T17:45:00+01:00,7.79612,8.20149632,0.40537632,125.55
2024-01-19T17:00:00Z,2024-01-19T18:00:00+01:00,8.213616,8.6009161,0.3873001,108.87
2024-01-19T17:15:00Z,2024-01-19T18:15:00+01:00,8.593504,9.01556362,0.42205962,130.41
2024-01-19T17:30:00Z,2024-01-19T18:30:00+01:00,8.92154,9.32680734,0.40526734,127.36
2024-01-19T17:45:00Z,2024-01-19T18:45:00+01:00,9.18602,9.54448739,0.35846739,48.2
2024-01-19T18:00:00Z,2024-01-19T19:00:00+01:00,9.368396,9.74187208,0.37347608,36.28
2024-01-19T18:15:00Z,2024-01-19T19:15:00+01:00,9.451768,9.80030348,0.34853548,50.86
2024-01-19T18:30:00Z,2024-01-19T19:30:00+01:00,9.415744,9.7316425,0.3158985,37.01
2024-01-19T18:45:00Z,2024-01-19T19:45:00+01:00,9.242096,9.55971057,0.31761457,42.33
2024-01-19T19:00:00Z,2024-01-19T20:00:00+01:00,8.932372,9.20462562,0.27225362,8.77
2024-01-19T19:15:00Z,2024-01-19T20:15:00+01:00,8.524652,8.71256692,0.18791492,125.64
2024-01-19T19:30:00Z,2024-01-19T20:30:00+01:00,8.085532,8.26202434,0.17649234,100.0
2024-01-19T19:45:00Z,2024-01-19T20:45:00+01:00,7.672444,7.82293974,0.15049574,101.02
2024-01-19T20:00:00Z,2024-01-19T21:00:00+01:00,7.333044,7.48932683,0.15628283,105.83
2024-01-19T20:15:00Z,2024-01-19T21:15:00+01:00,7.05112,7.2210636,0.1699436,-4.47
2024-01-19T20:30:00Z,2024-01-19T21:30:00+01:00,6.797484,6.96666024,0.16917624,100.0
2024-01-19T20:45:00Z,2024-01-19T21:45:00+01:00,6.541012,6.71853475,0.17752275,101.89
2024-01-19T21:00:00Z,2024-01-19T22:00:00+01:00,6.256776,6.44176636,0.18499036,41.14
2024-01-19T21:15:00Z,2024-01-19T22:15:00+01:00,5.946848,6.10975168,0.16290368,36.78
2024-01-19T21:30:00Z,2024-01-19T22:30:00+01:00,5.618116,5.78853803,0.17042203,-27.39
2024-01-19T21:45:00Z,2024-01-19T22:45:00+01:00,5.270944,5.41162598,0.14068198,16.1
2024-01-19T22:00:00Z,2024-01-19T23:00:00+01:00,4.918196,5.05741049,0.13921449,30.25
2024-01-19T22:15:00Z,2024-01-19T23:15:00+01:00,4.558568,4.70956285,0.15099485,26.03
2024-01-19T22:30:00Z,2024-01-19T23:30:00+01:00,4.200904,4.32612688,0.12522288,120.43
2024-01-19T22:45:00Z,2024-01-19T23:45:00+01:00,3.84538,3.94100478,0.09562478,119.92
2024-01-19T23:00:00Z,2024-01-20T00:00:00+01:00,3.671324,3.66407451,-0.00724949,-20.88
2024-01-19T23:15:00Z,2024-01-20T00:15:00+01:00,3.573328,3.56253594,-0.01079206,-28.99
2024-01-19T23:30:00Z,2024-01-20T00:30:00+01:00,3.4889,3.48298885,-0.00591115,-36.92
2024-01-19T23:45:00Z,2024-01-20T00:45:00+01:00,3.384468,3.38083757,-0.00363043,-38.78
2024-01-20T00:00:00Z,2024-01-20T01:00:00+01:00,3.213152,3.23058744,0.01743544,-21.59
2024-01-20T00:15:00Z,2024-01-20T01:15:00+01:00,3.000892,3.01906887,0.01817687,-10.79
2024-01-20T00:30:00Z,2024-01-20T01:30:00+01:00,2.783596,2.81826357,0.03466757,104.17
2024-01-20T00:45:00Z,2024-01-20T01:45:00+01:00,2.591644,2.62387918,0.03223518,18.77
2024-01-20T01:00:00Z,2024-01-20T02:00:00+01:00,2.456684,2.47555455,0.01887055,129.51
2024-01-20T01:15:00Z,2024-01-20T02:15:00+01:00,2.373484,2.3986272,0.0251432,122.81
2024-01-20T01:30:00Z,2024-01-20T02:30:00+01:00,2.325236,2.34103219,0.01579619,125.19
2024-01-20T01:45:00Z,2024-01-20T02:45:00+01:00,2.292748,2.31028112,0.01753312,117.64
2024-01-20T02:00:00Z,2024-01-20T03:00:00+01:00,2.267376,2.28010582,0.01272982,-22.98
2024-01-20T02:15:00Z,2024-01-20T03:15:00+01:00,2.248484,2.26590745,0.01742345,-22.06
2024-01-20T02:30:00Z,2024-01-20T03:30:00+01:00,2.231168,2.24977685,0.01860885,113.36
2024-01-20T02:45:00Z,2024-01-20T03:45:00+01:00,2.214728,2.23806868,0.02334068,113.25
2024-01-20T03:00:00Z,2024-01-20T04:00:00+01:00,2.203552,2.21288551,0.00933351,126.8
2024-01-20T03:15:00Z,2024-01-20T04:15:00+01:00,2.193768,2.18349421,-0.01027379,122.22
2024-01-20T03:30:00Z,2024-01-20T04:30:00+01:00,2.189524,2.17999352,-0.00953048,121.83
2024-01-20T03:45:00Z,2024-01-20T04:45:00+01:00,2.196268,2.19738139,0.00111339,119.47
2024-01-20T04:00:00Z,2024-01-20T05:00:00+01:00,2.213864,2.20132152,-0.01254248,5.84
2024-01-20T04:15:00Z,2024-01-20T05:15:00+01:00,2.250528,2.2366593,-0.0138687,-15.95
2024-01-20T04:30:00Z,2024-01-20T05:30:00+01:00,2.314688,2.30385392,-0.01083408,4.54
2024-01-20T04:45:00Z,2024-01-20T05:45:00+01:00,2.418952,2.40236866,-0.01658334,115.32
2024-01-20T05:00:00Z,2024-01-20T06:00:00+01:00,2.572316,2.54633077,-0.02598523,119.92
2024-01-20T05:15:00Z,2024-01-20T06:15:00+01:00,2.781916,2.74707765,-0.03483835,118.03
2024-01-20T05:30:00Z,2024-01-20T06:30:00+01:00,3.05482,3.01719583,-0.03762417,119.64
2024-01-20T05:45:00Z,2024-01-20T06:45:00+01:00,3.389032,3.35779182,-0.03124018,118.67
2024-01-20T06:00:00Z,2024-01-20T07:00:00+01:00,3.794904,3.78534924,-0.00955476,39.66
2024-01-20T06:15:00Z,2024-01-20T07:15:00+01:00,4.261384,4.23255254,-0.02883146,-6.31
2024-01-20T06:30:00Z,2024-01-20T07:30:00+01:00,4.775152,4.71862523,-0.05652677,120.26
2024-01-20T06:45:00Z,2024-01-20T07:45:00+01:00,5.319204,5.27158437,-0.04761963,-17.29
2024-01-20T07:00:00Z,2024-01-20T08:00:00+01:00,5.881296,5.79390817,-0.08738783,120.11
2024-01-20T07:15:00Z,2024-01-20T08:15:00+01:00,6.428328,6.34899907,-0.07932893,124.59
2024-01-20T07:30:00Z,2024-01-20T08:30:00+01:00,6.919344,6.78527561,-0.13406839,123.54
2024-01-20T07:45:00Z,2024-01-20T08:45:00+01:00,7.314992,7.25104848,-0.06394352,-11.41
2024-01-20T08:00:00Z,2024-01-20T09:00:00+01:00,7.5923,7.53726085,-0.05503915,-21.51
2024-01-20T08:15:00Z,2024-01-20T09:15:00+01:00,7.768952,7.73501985,-0.03393215,120.3
2024-01-20T08:30:00Z,2024-01-20T09:30:00+01:00,7.874132,7.78744677,-0.08668523,121.65
2024-01-20T08:45:00Z,2024-01-20T09:45:00+01:00,7.938892,7.87954569,-0.05934631,120.74
2024-01-20T09:00:00Z,2024-01-20T10:00:00+01:00,7.988292,7.87190592,-0.11638608,122.4
2024-01-20T09:15:00Z,2024-01-20T10:15:00+01:00,8.0365,7.8999917,-0.1365083,-31.97
2024-01-20T09:30:00Z,2024-01-20T10:30:00+01:00,8.0861,7.96535075,-0.12074925,-30.11
2024-01-20T09:45:00Z,2024-01-20T10:45:00+01:00,8.14772,8.05358665,-0.09413335,-33.13
2024-01-20T10:00:00Z,2024-01-20T11:00:00+01:00,8.227092,8.12162848,-0.10546352,124.62
2024-01-20T10:15:00Z,2024-01-20T11:15:00+01:00,8.319088,8.25337044,-0.06571756,122.51
