seed,score,portfolio_nmae,annual_actual_energy_mwh,annual_energy_bias,imbalance_settlement_eur,imbalance_settlement_eur_mwh,imbalance_premium_eur,imbalance_premium_eur_mwh,minimum_actual_factor,maximum_actual_factor,clipped_quarter_hours,unhedged_monthly_price_std,coarse_monthly_price_std,granular_monthly_price_std
100,21.27035901,0.01884131,43138.0,0.0032093,11674.3112671,0.27062709,3701.68569414,0.08581032,0.82443287,1.18471512,0,19.90625004,2.30901004,18.49161618
57,21.27340072,0.01901167,43138.0,0.0032093,19652.60652961,0.45557528,3631.64275728,0.08418663,0.81334515,1.1907627,0,19.78477518,2.17737771,18.44972834
121,21.27541702,0.01946154,43138.0,0.0032093,11602.17811289,0.26895494,3458.02998569,0.08016204,0.80204811,1.2030992,0,19.73404334,1.89442997,18.2432339
356,21.27945818,0.01895105,43138.0,0.0032093,18544.16106599,0.42987994,3643.09112107,0.08445202,0.82071162,1.22041575,0,19.80642,2.12303847,18.42585224
412,21.29328377,0.01942192,43138.0,0.0032093,15972.48526688,0.37026485,3439.26448295,0.07972703,0.81426134,1.21684443,0,19.76111818,2.07239134,18.36321395
34,21.30518708,0.01935761,43138.0,0.0032093,13266.64772685,0.3075397,3441.07590921,0.07976902,0.79839435,1.20908105,0,19.66307856,1.91340735,18.28839047
399,21.31267929,0.01969411,43138.0,0.0032093,10901.51712271,0.25271262,3299.92084792,0.07649684,0.81175989,1.19506765,0,19.92251522,2.28619122,18.52499311
181,21.3185656,0.01845596,43138.0,0.0032093,25056.92580357,0.58085507,3756.15933339,0.0870731,0.81491648,1.21608957,0,20.46590487,2.91842524,18.99786603
337,21.35712346,0.01938118,43138.0,0.0032093,19967.10067846,0.4628657,3334.15844289,0.07729052,0.8077142,1.19761731,0,20.24744217,2.68804534,18.90985632
276,21.37528724,0.01866994,43138.0,0.0032093,13527.50742126,0.3135868,3568.34221852,0.08271923,0.81345901,1.18480895,0,20.15371163,2.31713785,18.58551641
323,21.40067907,0.01927721,43138.0,0.0032093,14832.25718649,0.34383275,3291.20094672,0.0762947,0.80483009,1.20455903,0,19.79186215,1.82574098,18.34615216
494,21.46016074,0.01901666,43138.0,0.0032093,18223.93760722,0.42245671,3277.28990666,0.07597223,0.79319829,1.20025228,0,20.36206412,2.53517093,18.8836744
208,21.46775709,0.01894135,43138.0,0.0032093,14683.99286743,0.34039577,3291.37798305,0.07629881,0.80559292,1.19705059,0,19.68281947,2.01343879,18.35572629
339,21.47166633,0.01944842,43138.0,0.0032093,7216.11357084,0.16727974,3092.60291825,0.07169092,0.81999863,1.19833361,0,19.41858803,1.60256028,18.04672906
265,21.47379744,0.01915289,43138.0,0.0032093,18342.39213821,0.42520266,3200.13216257,0.0741836,0.80401309,1.20595842,0,20.04464547,2.37697379,18.56107041
254,21.47680202,0.01916731,43138.0,0.0032093,14678.09705345,0.3402591,3189.01626324,0.07392592,0.81671557,1.21739025,0,19.92338089,2.11038352,18.48592255
384,21.49873078,0.01907462,43138.0,0.0032093,12750.8517151,0.29558282,3182.6184048,0.07377761,0.79238753,1.21922875,0,19.92177627,2.0899944,18.49043226
306,21.51787451,0.01941829,43138.0,0.0032093,11892.0379607,0.2756743,3016.7690234,0.06993298,0.80661465,1.18488341,0,20.07157274,2.34022047,18.67942805
107,21.52717911,0.01932313,43138.0,0.0032093,16343.6252551,0.37886841,3035.12720507,0.07035855,0.83046908,1.1936012,0,19.78246149,2.17964729,18.43031965
247,21.5287359,0.0186554,43138.0,0.0032093,17659.75757732,0.40937822,3284.22892144,0.07613308,0.8129459,1.21086216,0,19.73158092,1.95748466,18.33783423
272,21.53373465,0.01918799,43138.0,0.0032093,8627.64273241,0.20000099,3073.76207907,0.07125416,0.81159513,1.19373282,0,19.7597208,1.75140194,18.30598301
19,21.55428037,0.01939315,43138.0,0.0032093,17253.94843428,0.39997099,2957.54719901,0.06856014,0.80619278,1.21245106,0,19.93340442,2.37679755,18.5824271
331,21.56934488,0.01914218,43138.0,0.0032093,19313.62038971,0.4477171,3023.84686813,0.07009706,0.80290254,1.23249222,0,20.06634656,2.26823904,18.70445149
135,21.58918295,0.01887249,43138.0,0.0032093,19298.17755777,0.44735912,3088.20517965,0.07158897,0.83348802,1.20519527,0,20.3347952,2.7058504,18.84467134
112,21.5905639,0.01901801,43138.0,0.0032093,7577.31850233,0.17565299,3030.67184703,0.07025527,0.80096729,1.23829242,0,19.52546496,1.56958275,18.09920519
134,21.60733244,0.0197787,43138.0,0.0032093,11734.35149563,0.2720189,2711.89369707,0.06286554,0.81559726,1.20875813,0,19.85300694,1.91216506,18.33796254
23,21.64383011,0.01983937,43138.0,0.0032093,17729.20612815,0.41098813,2620.11190007,0.06073791,0.8181435,1.20468702,0,20.10080235,2.22236462,18.61671955
370,21.64623098,0.01955935,43138.0,0.0032093,14375.00249195,0.33323294,2721.27882705,0.0630831,0.81359262,1.22609038,0,19.7838949,2.07611326,18.47583107
491,21.65005619,0.0192818,43138.0,0.0032093,22579.48966687,0.52342458,2818.82227444,0.0653443,0.82443936,1.19258863,0,20.3646032,2.76381003,18.9278286
168,21.65549705,0.01978315,43138.0,0.0032093,17889.94904898,0.41471438,2619.31676256,0.06071948,0.8180604,1.19175143,0,19.88888849,2.03678429,18.40032241
166,21.67531582,0.01924036,43138.0,0.0032093,9885.17070554,0.22915227,2786.79249579,0.0646018,0.81358426,1.20492809,0,19.80802619,2.01839995,18.38321192
347,21.69067422,0.01929728,43138.0,0.0032093,18281.49163325,0.4237909,2736.32274457,0.06343184,0.82244667,1.19431262,0,19.78759184,2.09516802,18.44650829
20,21.73127437,0.01951559,43138.0,0.0032093,13187.89380311,0.30571408,2577.29287341,0.0597453,0.7883023,1.18697921,0,19.74102529,2.06010891,18.41418937
498,21.7376004,0.01865168,43138.0,0.0032093,18547.92650648,0.42996723,2891.44489077,0.06702779,0.76428314,1.21231484,0,19.87045204,2.06976975,18.45939159
16,21.76452771,0.01913739,43138.0,0.0032093,9032.88096544,0.20939499,2657.29151482,0.06159978,0.79463818,1.22756581,0,19.8893488,1.924351,18.4290357
470,21.78801695,0.01897458,43138.0,0.0032093,15627.38051836,0.36226484,2674.41373306,0.0619967,0.81553362,1.2092451,0,19.84799565,2.21139258,18.3462719
396,21.79414043,0.01898357,43138.0,0.0032093,16790.05428018,0.38921726,2659.46452244,0.06165016,0.79459421,1.22178795,0,19.76536182,2.08064089,18.40509463
351,21.795475,0.01864977,43138.0,0.0032093,17034.81982019,0.39489127,2782.93841868,0.06451246,0.81733272,1.21596996,0,19.84240139,2.24469994,18.46137268
406,21.80022676,0.0188201,43138.0,0.0032093,15140.96109635,0.35098894,2709.67880344,0.0628142,0.78895424,1.21908161,0,19.84460936,2.0430562,18.37187868
144,21.81868967,0.01853706,43138.0,0.0032093,13898.07629994,0.32217711,2781.67003544,0.06448306,0.75774364,1.21654419,0,19.90337888,2.13475061,18.54557386
484,21.84699648,0.01934351,43138.0,0.0032093,14891.55613278,0.34520738,2423.84640643,0.0561882,0.80662378,1.23538693,0,19.86232605,2.06373898,18.45927338
377,21.85018919,0.01868968,43138.0,0.0032093,8303.35872839,0.19248363,2664.61539572,0.06176956,0.78298401,1.22204022,0,19.85948991,2.01192562,18.42013523
82,21.87305049,0.01939963,43138.0,0.0032093,17741.51981655,0.41127358,2353.4915302,0.05455727,0.81672649,1.21595874,0,19.81306473,2.27704086,18.42191284
479,21.87408059,0.01933235,43138.0,0.0032093,10777.63475311,0.24984085,2376.94264878,0.0551009,0.80277321,1.20739119,0,19.96148861,2.05087982,18.56457595
419,21.88455908,0.01906132,43138.0,0.0032093,7550.78654594,0.17503794,2459.46850528,0.05701397,0.80688389,1.22444689,0,19.76505393,2.0073284,18.27340896
259,21.8905636,0.01873277,43138.0,0.0032093,9717.09530552,0.22525605,2572.15025326,0.05962609,0.78426378,1.21292295,0,20.10733941,1.99201517,18.50431279
12,21.89567926,0.01921832,43138.0,0.0032093,15567.90996933,0.36088622,2379.22164412,0.05515373,0.80211227,1.21351357,0,19.91456228,2.07016215,18.46427092
252,21.90895843,0.01895583,43138.0,0.0032093,15810.53767143,0.36651068,2453.23926941,0.05686956,0.78285169,1.21863469,0,20.200272,2.47012508,18.80099084
94,21.9291231,0.01911668,43138.0,0.0032093,4846.99519641,0.11236022,2354.46970987,0.05457995,0.8170952,1.19176686,0,19.65445888,1.73649307,18.24564814
335,21.94106576,0.01964067,43138.0,0.0032093,14758.30275898,0.34211838,2134.14481883,0.0494725,0.82619695,1.2111429,0,20.46128008,2.66784163,19.02188697
263,21.96037902,0.01953976,43138.0,0.0032093,17297.23687374,0.40097447,2135.78629588,0.04951055,0.81103871,1.21472676,0,19.77874352,1.95415514,18.29197698
463,21.98687691,0.01864376,43138.0,0.0032093,20442.78754394,0.4738928,2423.97720163,0.05619123,0.81781601,1.19998139,0,19.76283577,2.15089288,18.36393612
464,21.99845525,0.01887149,43138.0,0.0032093,8746.99267781,0.20276769,2316.1685363,0.05369207,0.80256672,1.2289948,0,19.84498152,1.90095716,18.41244039
68,22.02009095,0.01934397,43138.0,0.0032093,14616.62232203,0.33883403,2096.99450371,0.04861131,0.81971942,1.20076357,0,19.85653305,2.11694432,18.57785848
24,22.02467784,0.01901778,43138.0,0.0032093,18891.73289111,0.43793715,2211.4611689,0.05126481,0.7973448,1.2073017,0,19.87964485,2.09887155,18.48547168
278,22.02819856,0.01956743,43138.0,0.0032093,10578.63816684,0.24522783,1997.34679246,0.04630133,0.82076241,1.20158732,0,20.08074054,2.36003429,18.62857169
449,22.04317379,0.01964923,43138.0,0.0032093,12616.56839399,0.29246994,1938.20677081,0.04493038,0.80012157,1.19945228,0,19.82166369,1.9853178,18.38199369
366,22.06097465,0.01889348,43138.0,0.0032093,11476.4380351,0.2660401,2189.87496711,0.05076441,0.79088065,1.19870109,0,19.54520013,1.69362779,18.20772925
99,22.06321637,0.01925342,43138.0,0.0032093,12818.49998838,0.297151,2049.78347036,0.04751689,0.81040862,1.1895417,0,19.95185374,2.02084565,18.51446178
496,22.07141267,0.01881298,43138.0,0.0032093,13410.93893093,0.31088458,2200.56254133,0.05101216,0.80706784,1.1948395,0,19.99193844,2.05077839,18.5106045
164,22.07909105,0.01895772,43138.0,0.0032093,10097.81432779,0.23408165,2131.43653557,0.04940972,0.81971066,1.22589821,0,19.95629869,2.08948655,18.50617311
469,22.07983628,0.01966539,43138.0,0.0032093,17547.5791064,0.40677776,1862.91279995,0.04318496,0.77312339,1.19960156,0,19.68168733,2.17497836,18.33855307
346,22.08044225,0.0193959,43138.0,0.0032093,13516.04420663,0.31332107,1963.49288821,0.04551655,0.80176207,1.20064367,0,19.76816862,2.01706625,18.35646231
395,22.10488604,0.01893715,43138.0,0.0032093,12448.00570856,0.28856242,2090.51945297,0.0484612,0.80894349,1.19899832,0,19.89511683,2.22777435,18.46504394
126,22.10661167,0.01980517,43138.0,0.0032093,11199.53012886,0.25962099,1759.62100351,0.04079051,0.82681091,1.20337771,0,19.5380554,1.67450811,18.16271181
167,22.10806798,0.01931912,43138.0,0.0032093,11349.03853574,0.2630868,1940.33721029,0.04497977,0.79790295,1.18929457,0,19.79929786,1.72374042,18.38337626
489,22.10903749,0.01921211,43138.0,0.0032093,15996.02063658,0.37081044,1978.89922868,0.04587369,0.81547093,1.19404793,0,19.70148117,2.01358509,18.29683419
256,22.11280802,0.0191037,43138.0,0.0032093,12122.74601413,0.28102244,2012.70060965,0.04665725,0.80143385,1.21204053,0,19.60125792,1.95761181,18.27713405
336,22.12656518,0.01892794,43138.0,0.0032093,20144.97224197,0.46698902,2053.07955927,0.04759329,0.81139336,1.20170903,0,19.70052303,1.87212919,18.25184673
407,22.13931708,0.01892611,43138.0,0.0032093,13153.19259447,0.30490965,2029.70448639,0.04705143,0.80161648,1.20432292,0,19.76423286,1.93862802,18.29668513
429,22.20409236,0.01854805,43138.0,0.0032093,10366.42719931,0.24030848,2050.15656769,0.04752554,0.81615661,1.22683522,0,19.69149455,1.91647535,18.23066183
195,22.21717649,0.01983839,43138.0,0.0032093,11351.59642796,0.2631461,1538.41548624,0.03566265,0.81828313,1.19662858,0,20.05794243,2.1587924,18.68507267
474,22.23672581,0.01881827,43138.0,0.0032093,7886.91978336,0.18282998,1886.56916865,0.04373335,0.81158755,1.19680868,0,19.95181775,2.15934048,18.54856492
381,22.24355595,0.01934676,43138.0,0.0032093,15655.86637893,0.36292518,1674.1993783,0.03881032,0.8107515,1.18529746,0,19.96875548,2.1827818,18.54357825
448,22.24543387,0.01879233,43138.0,0.0032093,14982.31050765,0.3473112,1879.92771136,0.04357939,0.81160241,1.19298129,0,20.03144076,2.19528038,18.46562684
63,22.25050408,0.01880933,43138.0,0.0032093,17323.74075076,0.40158887,1863.9405961,0.04320879,0.77111009,1.19796222,0,19.99145516,2.15166913,18.55703399
152,22.25280632,0.0195115,43138.0,0.0032093,17833.78956089,0.41341253,1594.55657443,0.03696408,0.81301415,1.19889765,0,19.97361479,2.23332548,18.60481176
91,22.25585877,0.01949801,43138.0,0.0032093,11529.76707081,0.26727635,1593.88829497,0.03694859,0.78538182,1.2078511,0,20.05180862,2.23996582,18.59515451
10,22.27080145,0.01899164,43138.0,0.0032093,19778.35576116,0.45849033,1756.8211499,0.04072561,0.79317073,1.19967366,0,19.77498884,2.18305563,18.47793575
344,22.28164125,0.01898159,43138.0,0.0032093,10222.75337389,0.23697792,1740.15632109,0.04033929,0.80238992,1.22253875,0,19.72468278,1.87580037,18.27341514
158,22.31317839,0.01925822,43138.0,0.0032093,10582.43515623,0.24531585,1576.21964014,0.03653901,0.81543838,1.20057696,0,19.99782102,2.1876817,18.5468396
85,22.32889826,0.01901822,43138.0,0.0032093,15908.42208719,0.36877978,1637.14157994,0.03795126,0.79918494,1.18485854,0,20.19801612,2.50005235,18.72123514
22,22.33245162,0.01915841,43138.0,0.0032093,15743.73937439,0.3649622,1577.51896595,0.03656913,0.80103146,1.22033357,0,19.8307774,2.18229748,18.44329434
318,22.33515056,0.01946496,43138.0,0.0032093,15900.66168087,0.36859988,1456.71815273,0.03376879,0.78283455,1.20180773,0,20.0350406,2.50059928,18.77324032
248,22.34112118,0.01923672,43138.0,0.0032093,9534.14609895,0.22101502,1531.60011642,0.03550466,0.80391784,1.18387419,0,19.81924903,2.11126476,18.4295421
183,22.3468074,0.01951753,43138.0,0.0032093,6961.80394191,0.16138449,1414.87436983,0.03279879,0.76356675,1.21252819,0,19.90039508,1.99661663,18.50091933
133,22.35978703,0.0190768,43138.0,0.0032093,15034.95392172,0.34853155,1556.73464288,0.03608732,0.82435456,1.2088139,0,19.75494963,1.88138642,18.36588152
103,22.36080862,0.01856644,43138.0,0.0032093,13409.16826425,0.31084353,1747.44752652,0.04050831,0.78422509,1.21473546,0,20.0600018,2.37450172,18.58005934
313,22.38387817,0.01928408,43138.0,0.0032093,16640.38952159,0.38574782,1433.02656452,0.03321959,0.82749819,1.21650558,0,20.2927136,2.42877766,18.82279451
332,22.39693376,0.01868768,43138.0,0.0032093,15232.86346668,0.35311937,1633.50504922,0.03786696,0.80182685,1.23036319,0,20.22890346,2.40863546,18.77404456
383,22.40276446,0.01953255,43138.0,0.0032093,14292.76328901,0.33132652,1303.5991267,0.03021928,0.7972613,1.18887499,0,20.2709422,2.63205231,18.82890233
67,22.42396127,0.01921842,43138.0,0.0032093,15707.45702532,0.36412112,1382.16376463,0.03204052,0.81064861,1.1995609,0,19.93031871,2.18294365,18.56465538
154,22.43320121,0.01900224,43138.0,0.0032093,8750.60258364,0.20285137,1446.32447952,0.03352785,0.79304266,1.22038436,0,19.76172794,1.79781273,18.27925445
61,22.44577675,0.01903351,43138.0,0.0032093,16893.62235776,0.39161812,1410.78727483,0.03270405,0.82368511,1.21767113,0,20.32811836,2.57426585,18.80855281
319,22.47393342,0.01926495,43138.0,0.0032093,16190.8105902,0.37532594,1270.2902928,0.02944713,0.8079465,1.21080387,0,19.99875619,1.9999302,18.45642911
375,22.4834763,0.01946968,43138.0,0.0032093,12543.58317131,0.29077804,1175.00020477,0.02723817,0.80642155,1.20632316,0,19.88585737,1.99780809,18.49816473
171,22.48370633,0.01912899,43138.0,0.0032093,4865.29355026,0.1127844,1303.16370573,0.03020918,0.7612514,1.22312141,0,19.47348673,1.45969333,18.04024335
314,22.51753098,0.01887727,43138.0,0.0032093,14290.77185133,0.33128035,1334.34105158,0.03093192,0.8025865,1.19199639,0,19.94678244,2.27175173,18.56342996
446,22.5336631,0.02019253,43138.0,0.0032093,17056.0260431,0.39538287,952.7829493,0.02208686,0.81099098,1.22143171,0,19.77804591,2.00205862,18.43959187
436,22.54593025,0.01962328,43138.0,0.0032093,10295.83979902,0.23867216,999.15610163,0.02316186,0.78049295,1.20989541,0,19.92546037,1.95008389,18.45027318
284,22.55307038,0.01900631,43138.0,0.0032093,10287.63831858,0.23848204,1218.56205789,0.028248,0.82161062,1.20241772,0,19.87395931,2.09113577,18.45257319
102,22.56304234,0.01929079,43138.0,0.0032093,10614.90679713,0.24606859,1092.36040845,0.02532246,0.81824494,1.22370502,0,19.91469453,2.06882962,18.47534612
249,22.57033166,0.01864121,43138.0,0.0032093,20074.59254285,0.46535752,1323.79332235,0.03068741,0.82500859,1.20274104,0,19.78512531,2.16354431,18.45197781
499,22.60219114,0.01943298,43138.0,0.0032093,13489.54826765,0.31270685,964.80513072,0.02236555,0.82871069,1.22283516,0,19.95788994,2.14312763,18.53627606
461,22.60443001,0.01883598,43138.0,0.0032093,16438.88221934,0.3810766,1185.92410691,0.0274914,0.80691551,1.22925097,0,19.87237779,2.02482882,18.44551444
349,22.62002979,0.01933771,43138.0,0.0032093,14667.51636835,0.34001382,967.09769992,0.0224187,0.76823652,1.2189708,0,20.02071468,2.26051941,18.68846568
75,22.63650671,0.01903935,43138.0,0.0032093,14253.71811781,0.33042139,1048.6204363,0.02430851,0.82068389,1.2132483,0,20.11344261,2.47431268,18.71292716
27,22.64623835,0.01927375,43138.0,0.0032093,13967.97570394,0.32379748,941.77771774,0.02183174,0.78744372,1.18534942,0,19.97311344,2.11239183,18.49341694
240,22.66918972,0.01875295,43138.0,0.0032093,10723.36617383,0.24858283,1095.04402131,0.02538467,0.80108567,1.21490769,0,19.87188964,1.97150575,18.37850377
14,22.68319103,0.01923842,43138.0,0.0032093,17304.81054333,0.40115004,885.37541621,0.02052426,0.8040642,1.20401751,0,20.11955921,2.35177404,18.6199009
378,22.69355549,0.01930254,43138.0,0.0032093,9915.30565668,0.22985084,841.61140259,0.01950975,0.81435603,1.19172963,0,19.94388296,1.84490298,18.51977328
51,22.71340984,0.01857793,43138.0,0.0032093,6838.79223638,0.1585329,1077.65054593,0.02498147,0.8075103,1.20625597,0,19.84451838,1.84979095,18.35208664
212,22.74405894,0.01908031,43138.0,0.0032093,12623.8840444,0.29263953,830.18007779,0.01924475,0.8227887,1.2160683,0,19.96411154,2.02829131,18.50340223
285,22.77924316,0.01969624,43138.0,0.0032093,17147.23676532,0.39749726,531.28817724,0.01231601,0.81768578,1.22971087,0,19.89696814,2.09581524,18.51331123
291,22.79280244,0.01964562,43138.0,0.0032093,9298.17792629,0.21554495,524.8032501,0.01216568,0.80672733,1.20402838,0,19.68846798,1.73919902,18.27390995
2,22.81121539,0.01861198,43138.0,0.0032093,10534.26414068,0.24419918,880.20866782,0.02040448,0.76195135,1.20441453,0,19.86673556,2.1909576,18.53562252
362,22.83478762,0.01938846,43138.0,0.0032093,14840.61021762,0.34402639,542.6334057,0.01257901,0.80427753,1.20171372,0,19.90182697,2.30704431,18.56419874
129,22.83561935,0.01822676,43138.0,0.0032093,8025.34066005,0.18603877,979.55695974,0.02270752,0.7863835,1.2203143,0,19.63283857,1.89062854,18.33602761
76,22.84188019,0.01876408,43138.0,0.0032093,10065.49672401,0.23333248,764.92381747,0.01773202,0.82896928,1.20699807,0,20.01274408,2.20661339,18.57278633
170,22.84725373,0.01864724,43138.0,0.0032093,16802.23571113,0.38949965,798.88469715,0.01851928,0.81903853,1.18981657,0,19.91259069,2.24155081,18.47526031
373,22.86638208,0.01908505,43138.0,0.0032093,10461.19540385,0.24250534,597.5310948,0.01385162,0.80696334,1.19592693,0,19.95699731,2.26903946,18.58718955
286,22.91826683,0.01906921,43138.0,0.0032093,9695.53760879,0.22475631,505.58736883,0.01172023,0.81054108,1.19924434,0,19.88750178,2.13480717,18.45124911
228,22.91999849,0.01902384,43138.0,0.0032093,9589.10183915,0.22228898,519.44544242,0.01204148,0.79512803,1.21278257,0,19.89890736,1.93711363,18.49372564
35,22.92886937,0.01909586,43138.0,0.0032093,10430.95891041,0.24180442,475.51897127,0.0110232,0.81660648,1.20449435,0,19.90051138,2.00460399,18.48497893
141,22.94080742,0.01944722,43138.0,0.0032093,13150.72283332,0.3048524,320.36282924,0.00742646,0.816063,1.19765714,0,19.95057053,2.32894079,18.58169118
401,22.95305849,0.01918003,43138.0,0.0032093,16162.03190272,0.37465881,398.09690875,0.00922845,0.81097094,1.18782359,0,20.06519091,2.51136739,18.69519683
447,22.96799945,0.0190559,43138.0,0.0032093,7896.16572416,0.18304432,416.75252439,0.00966091,0.81937641,1.20957035,0,19.91036277,2.07152424,18.5077271
302,22.97424489,0.01894247,43138.0,0.0032093,15580.54014506,0.36117901,447.77835014,0.01038014,0.8206692,1.19781178,0,20.06422815,2.50086574,18.64622572
159,22.98604843,0.01905174,43138.0,0.0032093,18435.44858191,0.42735984,384.25958406,0.00890768,0.81475284,1.20876458,0,20.12396045,2.5149778,18.7542755
421,23.02161718,0.01935214,43138.0,0.0032093,11324.01032906,0.26250661,203.74283737,0.00472305,0.82504739,1.20089335,0,19.9836721,2.37212952,18.64618299
297,23.02274853,0.01881961,43138.0,0.0032093,14445.08800635,0.33485762,402.61542596,0.0093332,0.80554928,1.1848843,0,20.118895,2.48183967,18.76233644
97,23.03454404,0.01924404,43138.0,0.0032093,11659.92800732,0.27029366,220.14907357,0.00510337,0.8211036,1.19779008,0,19.7326592,1.95025655,18.38739451
157,23.055184,0.01948503,43138.0,0.0032093,15170.5256811,0.35167429,90.22964482,0.00209165,0.80915905,1.18837695,0,19.63884503,2.06177937,18.28142415
132,23.06549109,0.01866172,43138.0,0.0032093,12139.5023909,0.28141088,381.54396637,0.00884473,0.79523654,1.22094301,0,19.78684967,1.82359364,18.40759241
367,23.07185305,0.01892279,43138.0,0.0032093,11325.07495409,0.26253129,270.99383672,0.00628202,0.81529531,1.24027612,0,19.9743325,2.28393358,18.53360853
472,23.10337393,0.01963026,43138.0,0.0032093,8380.9520005,0.19428235,-55.53453348,-0.00128737,0.81761383,1.21237643,0,19.47573527,1.56213324,18.08804712
146,23.11126126,0.01947465,43138.0,0.0032093,9911.85956182,0.22977096,-11.68473007,-0.00027087,0.82279322,1.21572727,0,20.00487182,2.23731306,18.5625174
380,23.11915894,0.01921827,43138.0,0.0032093,9435.4151818,0.2187263,70.18130514,0.0016269,0.81292268,1.19594558,0,19.8192186,2.14954986,18.34467488
41,23.12509722,0.0193054,43138.0,0.0032093,12444.25335936,0.28847544,26.08797574,0.00060476,0.81264122,1.23960239,0,19.84942857,2.18880311,18.48448483
52,23.14336223,0.01930481,43138.0,0.0032093,10013.81955728,0.23213453,-8.16165082,-0.0001892,0.80872152,1.20157105,0,20.0492816,2.42877987,18.74362753
454,23.14341969,0.01996372,43138.0,0.0032093,3766.47433533,0.08731222,-256.98030609,-0.00595717,0.80815825,1.22917572,0,19.63650736,1.56215033,18.08901236
109,23.18093401,0.01970183,43138.0,0.0032093,12575.2954726,0.29151318,-228.92688433,-0.00530685,0.82312639,1.17547977,0,20.10602406,2.22903444,18.65427087
294,23.19718987,0.01839505,43138.0,0.0032093,17199.2116611,0.39870211,233.64485868,0.00541622,0.8399844,1.19773443,0,20.24370252,2.64247035,18.8006948
162,23.22772554,0.01920393,43138.0,0.0032093,18547.83764268,0.42996517,-129.30211927,-0.00299741,0.80358667,1.19984743,0,20.09062079,2.74928153,18.84253583
308,23.24583283,0.01841308,43138.0,0.0032093,11193.91385094,0.25949079,135.03658346,0.00313034,0.81992241,1.23386321,0,19.68129645,1.91023886,18.32582603
345,23.25624489,0.01932068,43138.0,0.0032093,13876.65012814,0.32168042,-227.19266997,-0.00526665,0.81941868,1.23917638,0,19.94482831,2.10670314,18.48133342
151,23.28499411,0.01949771,43138.0,0.0032093,11471.55580583,0.26592693,-348.27306308,-0.00807346,0.80416796,1.22966457,0,20.1466911,2.24539786,18.62197627
268,23.2857204,0.01894398,43138.0,0.0032093,9519.11671658,0.22066662,-140.63540826,-0.00326013,0.80377912,1.20072207,0,20.09711247,2.26875452,18.66463013
46,23.31345982,0.01930537,43138.0,0.0032093,4772.6518532,0.11063684,-329.39448818,-0.00763583,0.79726436,1.20073519,0,19.76194474,1.78747993,18.36864862
204,23.34721682,0.01920766,43138.0,0.0032093,1990.20537235,0.04613578,-356.22143493,-0.00825772,0.80352088,1.21727597,0,19.90813227,1.89702415,18.43417281
137,23.36861006,0.0192452,43138.0,0.0032093,5482.52728633,0.12709276,-410.76988037,-0.00952223,0.81329003,1.20281134,0,19.62478508,1.7757229,18.05825029
471,23.38089245,0.01881761,43138.0,0.0032093,16173.72226724,0.37492981,-272.55291244,-0.00631816,0.81689971,1.19956337,0,20.06123765,2.30276249,18.67693426
352,23.38446635,0.01890864,43138.0,0.0032093,9143.58186355,0.21196119,-313.65502162,-0.00727097,0.82863385,1.18255844,0,19.89541954,1.82712649,18.49269364
312,23.38992775,0.01921267,43138.0,0.0032093,8961.75979406,0.2077463,-438.72186989,-0.01017019,0.78472963,1.20192997,0,19.74095658,1.87988001,18.41400509
72,23.42838383,0.01888373,43138.0,0.0032093,12222.42009049,0.28333303,-387.13934798,-0.00897444,0.81998317,1.23033462,0,19.90529343,2.0494221,18.5202815
17,23.42914751,0.01868023,43138.0,0.0032093,7981.9164875,0.18503214,-311.76831804,-0.00722723,0.79547446,1.20764041,0,19.91225055,1.94836276,18.45795695
369,23.43828811,0.01858129,43138.0,0.0032093,13733.41723289,0.31836008,-291.6717731,-0.00676137,0.82704547,1.25443052,0,20.09308026,2.39386422,18.69388378
468,23.45170052,0.01953751,43138.0,0.0032093,464.69425448,0.01077227,-677.91779225,-0.0157151,0.80727034,1.22102665,0,19.78641107,1.851929,18.40310854
225,23.46038809,0.01860761,43138.0,0.0032093,8337.43236193,0.1932735,-343.31623513,-0.00795856,0.79297695,1.22174136,0,19.81791351,1.95608978,18.45592043
188,23.47027524,0.01904289,43138.0,0.0032093,9653.75226025,0.22378766,-526.27670725,-0.01219984,0.79493626,1.20426744,0,20.03124747,2.22604207,18.63854436
358,23.49224415,0.01905758,43138.0,0.0032093,3970.54483,0.09204286,-573.28267812,-0.01328951,0.79691364,1.21397763,0,19.81115664,1.81128239,18.37370082
160,23.51429761,0.0189555,43138.0,0.0032093,9874.84204388,0.22891284,-576.3746118,-0.01336118,0.81277404,1.2437401,0,19.82874727,1.86104895,18.47474748
54,23.53157729,0.01897693,43138.0,0.0032093,9450.50961802,0.21907621,-617.0724342,-0.01430461,0.78065908,1.22638663,0,20.05070504,2.18876038,18.66176319
116,23.54259913,0.01959178,43138.0,0.0032093,5965.52583393,0.13828935,-869.95622376,-0.02016682,0.81056214,1.2083277,0,20.00107101,2.28582289,18.64768441
282,23.57532863,0.01920828,43138.0,0.0032093,4973.18614053,0.11528551,-786.96842645,-0.01824304,0.82080727,1.19688436,0,19.60970461,1.61943481,18.16782149
316,23.5794881,0.01933351,43138.0,0.0032093,5533.45150753,0.12827325,-842.08806664,-0.0195208,0.80182624,1.21280204,0,19.6777079,1.88452003,18.34100444
415,23.6070838,0.01919219,43138.0,0.0032093,5807.84496809,0.13463408,-840.8264228,-0.01949155,0.80553692,1.18595231,0,20.28720461,2.39618123,18.77298285
