timestamp_utc,timestamp_local,imbalance_price_eur_mwh
2024-04-22T13:00:00Z,2024-04-22T15:00:00+02:00,125.04
2024-04-22T13:15:00Z,2024-04-22T15:15:00+02:00,128.73
2024-04-22T13:30:00Z,2024-04-22T15:30:00+02:00,125.98
2024-04-22T13:45:00Z,2024-04-22T15:45:00+02:00,-9.41
2024-04-22T14:00:00Z,2024-04-22T16:00:00+02:00,-80.32
2024-04-22T14:15:00Z,2024-04-22T16:15:00+02:00,80.0
2024-04-22T14:30:00Z,2024-04-22T16:30:00+02:00,127.83
2024-04-22T14:45:00Z,2024-04-22T16:45:00+02:00,129.51
2024-04-22T15:00:00Z,2024-04-22T17:00:00+02:00,110.33
2024-04-22T15:15:00Z,2024-04-22T17:15:00+02:00,130.82
2024-04-22T15:30:00Z,2024-04-22T17:30:00+02:00,323.13
2024-04-22T15:45:00Z,2024-04-22T17:45:00+02:00,266.97
2024-04-22T16:00:00Z,2024-04-22T18:00:00+02:00,-6.54
2024-04-22T16:15:00Z,2024-04-22T18:15:00+02:00,112.78
2024-04-22T16:30:00Z,2024-04-22T18:30:00+02:00,123.32
2024-04-22T16:45:00Z,2024-04-22T18:45:00+02:00,174.06
2024-04-22T17:00:00Z,2024-04-22T19:00:00+02:00,126.36
2024-04-22T17:15:00Z,2024-04-22T19:15:00+02:00,159.97
2024-04-22T17:30:00Z,2024-04-22T19:30:00+02:00,238.28
2024-04-22T17:45:00Z,2024-04-22T19:45:00+02:00,343.51
2024-04-22T18:00:00Z,2024-04-22T20:00:00+02:00,2607.03
2024-04-22T18:15:00Z,2024-04-22T20:15:00+02:00,319.48
2024-04-22T18:30:00Z,2024-04-22T20:30:00+02:00,430.41
2024-04-22T18:45:00Z,2024-04-22T20:45:00+02:00,447.04
2024-04-22T19:00:00Z,2024-04-22T21:00:00+02:00,448.91
2024-04-22T19:15:00Z,2024-04-22T21:15:00+02:00,339.01
2024-04-22T19:30:00Z,2024-04-22T21:30:00+02:00,433.77
2024-04-22T19:45:00Z,2024-04-22T21:45:00+02:00,396.66
2024-04-22T20:00:00Z,2024-04-22T22:00:00+02:00,247.25
2024-04-22T20:15:00Z,2024-04-22T22:15:00+02:00,448.35
2024-04-22T20:30:00Z,2024-04-22T22:30:00+02:00,205.4
2024-04-22T20:45:00Z,2024-04-22T22:45:00+02:00,279.24
2024-04-22T21:00:00Z,2024-04-22T23:00:00+02:00,280.06
2024-04-22T21:15:00Z,2024-04-22T23:15:00+02:00,251.54
2024-04-22T21:30:00Z,2024-04-22T23:30:00+02:00,215.88
2024-04-22T21:45:00Z,2024-04-22T23:45:00+02:00,265.23
2024-04-22T22:00:00Z,2024-04-23T00:00:00+02:00,325.41
2024-04-22T22:15:00Z,2024-04-23T00:15:00+02:00,11.71
2024-04-22T22:30:00Z,2024-04-23T00:30:00+02:00,261.37
2024-04-22T22:45:00Z,2024-04-23T00:45:00+02:00,160.55
2024-04-22T23:00:00Z,2024-04-23T01:00:00+02:00,228.45
2024-04-22T23:15:00Z,2024-04-23T01:15:00+02:00,275.06
2024-04-22T23:30:00Z,2024-04-23T01:30:00+02:00,320.99
2024-04-22T23:45:00Z,2024-04-23T01:45:00+02:00,278.66
2024-04-23T00:00:00Z,2024-04-23T02:00:00+02:00,339.87
2024-04-23T00:15:00Z,2024-04-23T02:15:00+02:00,254.52
2024-04-23T00:30:00Z,2024-04-23T02:30:00+02:00,253.53
2024-04-23T00:45:00Z,2024-04-23T02:45:00+02:00,224.29
2024-04-23T01:00:00Z,2024-04-23T03:00:00+02:00,290.98
2024-04-23T01:15:00Z,2024-04-23T03:15:00+02:00,213.85
2024-04-23T01:30:00Z,2024-04-23T03:30:00+02:00,257.63
2024-04-23T01:45:00Z,2024-04-23T03:45:00+02:00,164.47
2024-04-23T02:00:00Z,2024-04-23T04:00:00+02:00,290.64
2024-04-23T02:15:00Z,2024-04-23T04:15:00+02:00,252.57
2024-04-23T02:30:00Z,2024-04-23T04:30:00+02:00,242.55
2024-04-23T02:45:00Z,2024-04-23T04:45:00+02:00,165.48
2024-04-23T03:00:00Z,2024-04-23T05:00:00+02:00,271.06
2024-04-23T03:15:00Z,2024-04-23T05:15:00+02:00,238.81
2024-04-23T03:30:00Z,2024-04-23T05:30:00+02:00,241.38
2024-04-23T03:45:00Z,2024-04-23T05:45:00+02:00,253.31
2024-04-23T04:00:00Z,2024-04-23T06:00:00+02:00,286.93
2024-04-23T04:15:00Z,2024-04-23T06:15:00+02:00,334.83
2024-04-23T04:30:00Z,2024-04-23T06:30:00+02:00,465.11
2024-04-23T04:45:00Z,2024-04-23T06:45:00+02:00,650.63
2024-04-23T05:00:00Z,2024-04-23T07:00:00+02:00,736.67
2024-04-23T05:15:00Z,2024-04-23T07:15:00+02:00,399.29
2024-04-23T05:30:00Z,2024-04-23T07:30:00+02:00,402.68
2024-04-23T05:45:00Z,2024-04-23T07:45:00+02:00,57.08
2024-04-23T06:00:00Z,2024-04-23T08:00:00+02:00,511.19
2024-04-23T06:15:00Z,2024-04-23T08:15:00+02:00,538.21
2024-04-23T06:30:00Z,2024-04-23T08:30:00+02:00,23.85
2024-04-23T06:45:00Z,2024-04-23T08:45:00+02:00,28.19
2024-04-23T07:00:00Z,2024-04-23T09:00:00+02:00,-67.17
2024-04-23T07:15:00Z,2024-04-23T09:15:00+02:00,-154.25
2024-04-23T07:30:00Z,2024-04-23T09:30:00+02:00,18.1
2024-04-23T07:45:00Z,2024-04-23T09:45:00+02:00,-66.48
2024-04-23T08:00:00Z,2024-04-23T10:00:00+02:00,-59.74
2024-04-23T08:15:00Z,2024-04-23T10:15:00+02:00,7.26
2024-04-23T08:30:00Z,2024-04-23T10:30:00+02:00,-57.0
2024-04-23T08:45:00Z,2024-04-23T10:45:00+02:00,-921.22
2024-04-23T09:00:00Z,2024-04-23T11:00:00+02:00,-27.17
2024-04-23T09:15:00Z,2024-04-23T11:15:00+02:00,-17.57
2024-04-23T09:30:00Z,2024-04-23T11:30:00+02:00,41.49
2024-04-23T09:45:00Z,2024-04-23T11:45:00+02:00,36.94
2024-04-23T10:00:00Z,2024-04-23T12:00:00+02:00,-133.86
2024-04-23T10:15:00Z,2024-04-23T12:15:00+02:00,-319.84
2024-04-23T10:30:00Z,2024-04-23T12:30:00+02:00,29.57
2024-04-23T10:45:00Z,2024-04-23T12:45:00+02:00,80.0
2024-04-23T11:00:00Z,2024-04-23T13:00:00+02:00,36.8
2024-04-23T11:15:00Z,2024-04-23T13:15:00+02:00,41.59
2024-04-23T11:30:00Z,2024-04-23T13:30:00+02:00,35.42
2024-04-23T11:45:00Z,2024-04-23T13:45:00+02:00,86.38
2024-04-23T12:00:00Z,2024-04-23T14:00:00+02:00,0.81
2024-04-23T12:15:00Z,2024-04-23T14:15:00+02:00,120.39
2024-04-23T12:30:00Z,2024-04-23T14:30:00+02:00,118.28
2024-04-23T12:45:00Z,2024-04-23T14:45:00+02:00,130.96
2024-04-23T13:00:00Z,2024-04-23T15:00:00+02:00,39.49
2024-04-23T13:15:00Z,2024-04-23T15:15:00+02:00,41.85
2024-04-23T13:30:00Z,2024-04-23T15:30:00+02:00,34.25
2024-04-23T13:45:00Z,2024-04-23T15:45:00+02:00,23.43
2024-04-23T14:00:00Z,2024-04-23T16:00:00+02:00,129.8
2024-04-23T14:15:00Z,2024-04-23T16:15:00+02:00,106.67
2024-04-23T14:30:00Z,2024-04-23T16:30:00+02:00,110.92
2024-04-23T14:45:00Z,2024-04-23T16:45:00+02:00,122.39
2024-04-23T15:00:00Z,2024-04-23T17:00:00+02:00,132.49
2024-04-23T15:15:00Z,2024-04-23T17:15:00+02:00,119.45
2024-04-23T15:30:00Z,2024-04-23T17:30:00+02:00,54.81
2024-04-23T15:45:00Z,2024-04-23T17:45:00+02:00,43.2
2024-04-23T16:00:00Z,2024-04-23T18:00:00+02:00,23.79
2024-04-23T16:15:00Z,2024-04-23T18:15:00+02:00,59.67
2024-04-23T16:30:00Z,2024-04-23T18:30:00+02:00,7.69
2024-04-23T16:45:00Z,2024-04-23T18:45:00+02:00,177.02
2024-04-23T17:00:00Z,2024-04-23T19:00:00+02:00,157.8
2024-04-23T17:15:00Z,2024-04-23T19:15:00+02:00,153.7
2024-04-23T17:30:00Z,2024-04-23T19:30:00+02:00,161.65
2024-04-23T17:45:00Z,2024-04-23T19:45:00+02:00,168.83
2024-04-23T18:00:00Z,2024-04-23T20:00:00+02:00,66.73
2024-04-23T18:15:00Z,2024-04-23T20:15:00+02:00,57.41
2024-04-23T18:30:00Z,2024-04-23T20:30:00+02:00,58.48
2024-04-23T18:45:00Z,2024-04-23T20:45:00+02:00,47.12
2024-04-23T19:00:00Z,2024-04-23T21:00:00+02:00,36.76
2024-04-23T19:15:00Z,2024-04-23T21:15:00+02:00,30.73
2024-04-23T19:30:00Z,2024-04-23T21:30:00+02:00,26.7
2024-04-23T19:45:00Z,2024-04-23T21:45:00+02:00,31.33
2024-04-23T20:00:00Z,2024-04-23T22:00:00+02:00,158.41
2024-04-23T20:15:00Z,2024-04-23T22:15:00+02:00,54.4
2024-04-23T20:30:00Z,2024-04-23T22:30:00+02:00,38.49
2024-04-23T20:45:00Z,2024-04-23T22:45:00+02:00,32.44
2024-04-23T21:00:00Z,2024-04-23T23:00:00+02:00,41.82
2024-04-23T21:15:00Z,2024-04-23T23:15:00+02:00,163.34
2024-04-23T21:30:00Z,2024-04-23T23:30:00+02:00,162.89
2024-04-23T21:45:00Z,2024-04-23T23:45:00+02:00,115.08
2024-04-23T22:00:00Z,2024-04-24T00:00:00+02:00,40.64
2024-04-23T22:15:00Z,2024-04-24T00:15:00+02:00,28.58
2024-04-23T22:30:00Z,2024-04-24T00:30:00+02:00,15.12
2024-04-23T22:45:00Z,2024-04-24T00:45:00+02:00,-38.34
2024-04-23T23:00:00Z,2024-04-24T01:00:00+02:00,38.2
2024-04-23T23:15:00Z,2024-04-24T01:15:00+02:00,121.75
2024-04-23T23:30:00Z,2024-04-24T01:30:00+02:00,123.64
2024-04-23T23:45:00Z,2024-04-24T01:45:00+02:00,125.8
2024-04-24T00:00:00Z,2024-04-24T02:00:00+02:00,34.84
2024-04-24T00:15:00Z,2024-04-24T02:15:00+02:00,-49.57
2024-04-24T00:30:00Z,2024-04-24T02:30:00+02:00,40.13
2024-04-24T00:45:00Z,2024-04-24T02:45:00+02:00,30.48
2024-04-24T01:00:00Z,2024-04-24T03:00:00+02:00,35.84
2024-04-24T01:15:00Z,2024-04-24T03:15:00+02:00,49.21
2024-04-24T01:30:00Z,2024-04-24T03:30:00+02:00,26.53
2024-04-24T01:45:00Z,2024-04-24T03:45:00+02:00,32.95
2024-04-24T02:00:00Z,2024-04-24T04:00:00+02:00,50.95
2024-04-24T02:15:00Z,2024-04-24T04:15:00+02:00,48.22
2024-04-24T02:30:00Z,2024-04-24T04:30:00+02:00,46.5
2024-04-24T02:45:00Z,2024-04-24T04:45:00+02:00,47.39
2024-04-24T03:00:00Z,2024-04-24T05:00:00+02:00,35.32
2024-04-24T03:15:00Z,2024-04-24T05:15:00+02:00,119.21
2024-04-24T03:30:00Z,2024-04-24T05:30:00+02:00,129.9
2024-04-24T03:45:00Z,2024-04-24T05:45:00+02:00,129.49
2024-04-24T04:00:00Z,2024-04-24T06:00:00+02:00,130.79
2024-04-24T04:15:00Z,2024-04-24T06:15:00+02:00,129.52
2024-04-24T04:30:00Z,2024-04-24T06:30:00+02:00,130.9
2024-04-24T04:45:00Z,2024-04-24T06:45:00+02:00,134.63
2024-04-24T05:00:00Z,2024-04-24T07:00:00+02:00,126.62
2024-04-24T05:15:00Z,2024-04-24T07:15:00+02:00,134.58
2024-04-24T05:30:00Z,2024-04-24T07:30:00+02:00,141.02
2024-04-24T05:45:00Z,2024-04-24T07:45:00+02:00,128.31
2024-04-24T06:00:00Z,2024-04-24T08:00:00+02:00,56.34
2024-04-24T06:15:00Z,2024-04-24T08:15:00+02:00,45.07
2024-04-24T06:30:00Z,2024-04-24T08:30:00+02:00,29.79
2024-04-24T06:45:00Z,2024-04-24T08:45:00+02:00,43.3
2024-04-24T07:00:00Z,2024-04-24T09:00:00+02:00,32.96
2024-04-24T07:15:00Z,2024-04-24T09:15:00+02:00,80.0
2024-04-24T07:30:00Z,2024-04-24T09:30:00+02:00,30.63
2024-04-24T07:45:00Z,2024-04-24T09:45:00+02:00,27.21
2024-04-24T08:00:00Z,2024-04-24T10:00:00+02:00,113.4
2024-04-24T08:15:00Z,2024-04-24T10:15:00+02:00,120.26
2024-04-24T08:30:00Z,2024-04-24T10:30:00+02:00,103.36
2024-04-24T08:45:00Z,2024-04-24T10:45:00+02:00,90.79
2024-04-24T09:00:00Z,2024-04-24T11:00:00+02:00,119.35
2024-04-24T09:15:00Z,2024-04-24T11:15:00+02:00,133.24
2024-04-24T09:30:00Z,2024-04-24T11:30:00+02:00,136.03
2024-04-24T09:45:00Z,2024-04-24T11:45:00+02:00,107.19
2024-04-24T10:00:00Z,2024-04-24T12:00:00+02:00,-15.1
2024-04-24T10:15:00Z,2024-04-24T12:15:00+02:00,1.61
2024-04-24T10:30:00Z,2024-04-24T12:30:00+02:00,-13.82
2024-04-24T10:45:00Z,2024-04-24T12:45:00+02:00,-19.22
2024-04-24T11:00:00Z,2024-04-24T13:00:00+02:00,137.36
2024-04-24T11:15:00Z,2024-04-24T13:15:00+02:00,137.29
2024-04-24T11:30:00Z,2024-04-24T13:30:00+02:00,135.29
2024-04-24T11:45:00Z,2024-04-24T13:45:00+02:00,25.51
2024-04-24T12:00:00Z,2024-04-24T14:00:00+02:00,122.6
2024-04-24T12:15:00Z,2024-04-24T14:15:00+02:00,1.11
2024-04-24T12:30:00Z,2024-04-24T14:30:00+02:00,22.27
2024-04-24T12:45:00Z,2024-04-24T14:45:00+02:00,28.19
2024-04-24T13:00:00Z,2024-04-24T15:00:00+02:00,24.31
2024-04-24T13:15:00Z,2024-04-24T15:15:00+02:00,25.11
2024-04-24T13:30:00Z,2024-04-24T15:30:00+02:00,40.19
2024-04-24T13:45:00Z,2024-04-24T15:45:00+02:00,-77.5
2024-04-24T14:00:00Z,2024-04-24T16:00:00+02:00,18.83
2024-04-24T14:15:00Z,2024-04-24T16:15:00+02:00,125.58
2024-04-24T14:30:00Z,2024-04-24T16:30:00+02:00,127.36
2024-04-24T14:45:00Z,2024-04-24T16:45:00+02:00,127.61
2024-04-24T15:00:00Z,2024-04-24T17:00:00+02:00,125.35
2024-04-24T15:15:00Z,2024-04-24T17:15:00+02:00,145.03
2024-04-24T15:30:00Z,2024-04-24T17:30:00+02:00,178.69
2024-04-24T15:45:00Z,2024-04-24T17:45:00+02:00,-0.67
2024-04-24T16:00:00Z,2024-04-24T18:00:00+02:00,131.48
2024-04-24T16:15:00Z,2024-04-24T18:15:00+02:00,128.71
2024-04-24T16:30:00Z,2024-04-24T18:30:00+02:00,155.06
2024-04-24T16:45:00Z,2024-04-24T18:45:00+02:00,149.64
2024-04-24T17:00:00Z,2024-04-24T19:00:00+02:00,30.39
2024-04-24T17:15:00Z,2024-04-24T19:15:00+02:00,123.55
2024-04-24T17:30:00Z,2024-04-24T19:30:00+02:00,131.77
2024-04-24T17:45:00Z,2024-04-24T19:45:00+02:00,41.54
2024-04-24T18:00:00Z,2024-04-24T20:00:00+02:00,28.99
2024-04-24T18:15:00Z,2024-04-24T20:15:00+02:00,44.37
2024-04-24T18:30:00Z,2024-04-24T20:30:00+02:00,129.61
2024-04-24T18:45:00Z,2024-04-24T20:45:00+02:00,108.96
2024-04-24T19:00:00Z,2024-04-24T21:00:00+02:00,220.39
2024-04-24T19:15:00Z,2024-04-24T21:15:00+02:00,140.3
2024-04-24T19:30:00Z,2024-04-24T21:30:00+02:00,140.8
2024-04-24T19:45:00Z,2024-04-24T21:45:00+02:00,140.23
2024-04-24T20:00:00Z,2024-04-24T22:00:00+02:00,137.4
2024-04-24T20:15:00Z,2024-04-24T22:15:00+02:00,144.79
2024-04-24T20:30:00Z,2024-04-24T22:30:00+02:00,125.94
2024-04-24T20:45:00Z,2024-04-24T22:45:00+02:00,21.51
2024-04-24T21:00:00Z,2024-04-24T23:00:00+02:00,-17.27
2024-04-24T21:15:00Z,2024-04-24T23:15:00+02:00,1.99
2024-04-24T21:30:00Z,2024-04-24T23:30:00+02:00,17.23
2024-04-24T21:45:00Z,2024-04-24T23:45:00+02:00,89.74
2024-04-24T22:00:00Z,2024-04-25T00:00:00+02:00,123.47
2024-04-24T22:15:00Z,2024-04-25T00:15:00+02:00,139.3
2024-04-24T22:30:00Z,2024-04-25T00:30:00+02:00,136.43
2024-04-24T22:45:00Z,2024-04-25T00:45:00+02:00,136.06
2024-04-24T23:00:00Z,2024-04-25T01:00:00+02:00,136.19
2024-04-24T23:15:00Z,2024-04-25T01:15:00+02:00,126.85
2024-04-24T23:30:00Z,2024-04-25T01:30:00+02:00,25.09
2024-04-24T23:45:00Z,2024-04-25T01:45:00+02:00,7.0
2024-04-25T00:00:00Z,2024-04-25T02:00:00+02:00,29.88
2024-04-25T00:15:00Z,2024-04-25T02:15:00+02:00,36.1
2024-04-25T00:30:00Z,2024-04-25T02:30:00+02:00,42.02
2024-04-25T00:45:00Z,2024-04-25T02:45:00+02:00,35.14
2024-04-25T01:00:00Z,2024-04-25T03:00:00+02:00,136.57
2024-04-25T01:15:00Z,2024-04-25T03:15:00+02:00,135.06
2024-04-25T01:30:00Z,2024-04-25T03:30:00+02:00,133.59
2024-04-25T01:45:00Z,2024-04-25T03:45:00+02:00,131.94
2024-04-25T02:00:00Z,2024-04-25T04:00:00+02:00,39.47
2024-04-25T02:15:00Z,2024-04-25T04:15:00+02:00,39.53
2024-04-25T02:30:00Z,2024-04-25T04:30:00+02:00,51.76
2024-04-25T02:45:00Z,2024-04-25T04:45:00+02:00,129.76
2024-04-25T03:00:00Z,2024-04-25T05:00:00+02:00,130.52
2024-04-25T03:15:00Z,2024-04-25T05:15:00+02:00,131.8
2024-04-25T03:30:00Z,2024-04-25T05:30:00+02:00,129.94
2024-04-25T03:45:00Z,2024-04-25T05:45:00+02:00,129.68
2024-04-25T04:00:00Z,2024-04-25T06:00:00+02:00,133.01
2024-04-25T04:15:00Z,2024-04-25T06:15:00+02:00,139.29
2024-04-25T04:30:00Z,2024-04-25T06:30:00+02:00,136.36
2024-04-25T04:45:00Z,2024-04-25T06:45:00+02:00,178.16
2024-04-25T05:00:00Z,2024-04-25T07:00:00+02:00,155.96
2024-04-25T05:15:00Z,2024-04-25T07:15:00+02:00,179.81
2024-04-25T05:30:00Z,2024-04-25T07:30:00+02:00,165.91
2024-04-25T05:45:00Z,2024-04-25T07:45:00+02:00,136.68
2024-04-25T06:00:00Z,2024-04-25T08:00:00+02:00,206.65
2024-04-25T06:15:00Z,2024-04-25T08:15:00+02:00,129.54
2024-04-25T06:30:00Z,2024-04-25T08:30:00+02:00,414.1
2024-04-25T06:45:00Z,2024-04-25T08:45:00+02:00,144.46
2024-04-25T07:00:00Z,2024-04-25T09:00:00+02:00,133.91
2024-04-25T07:15:00Z,2024-04-25T09:15:00+02:00,140.32
2024-04-25T07:30:00Z,2024-04-25T09:30:00+02:00,302.68
2024-04-25T07:45:00Z,2024-04-25T09:45:00+02:00,139.38
2024-04-25T08:00:00Z,2024-04-25T10:00:00+02:00,43.35
2024-04-25T08:15:00Z,2024-04-25T10:15:00+02:00,51.27
2024-04-25T08:30:00Z,2024-04-25T10:30:00+02:00,-14.45
2024-04-25T08:45:00Z,2024-04-25T10:45:00+02:00,-17.94
2024-04-25T09:00:00Z,2024-04-25T11:00:00+02:00,5.04
2024-04-25T09:15:00Z,2024-04-25T11:15:00+02:00,14.15
2024-04-25T09:30:00Z,2024-04-25T11:30:00+02:00,2.7
2024-04-25T09:45:00Z,2024-04-25T11:45:00+02:00,19.25
2024-04-25T10:00:00Z,2024-04-25T12:00:00+02:00,128.81
2024-04-25T10:15:00Z,2024-04-25T12:15:00+02:00,138.66
2024-04-25T10:30:00Z,2024-04-25T12:30:00+02:00,43.2
2024-04-25T10:45:00Z,2024-04-25T12:45:00+02:00,36.48
2024-04-25T11:00:00Z,2024-04-25T13:00:00+02:00,34.18
2024-04-25T11:15:00Z,2024-04-25T13:15:00+02:00,-18.27
2024-04-25T11:30:00Z,2024-04-25T13:30:00+02:00,-11.11
2024-04-25T11:45:00Z,2024-04-25T13:45:00+02:00,-18.47
2024-04-25T12:00:00Z,2024-04-25T14:00:00+02:00,19.03
2024-04-25T12:15:00Z,2024-04-25T14:15:00+02:00,23.98
2024-04-25T12:30:00Z,2024-04-25T14:30:00+02:00,115.94
2024-04-25T12:45:00Z,2024-04-25T14:45:00+02:00,80.0
2024-04-25T13:00:00Z,2024-04-25T15:00:00+02:00,-18.78
2024-04-25T13:15:00Z,2024-04-25T15:15:00+02:00,0.0
2024-04-25T13:30:00Z,2024-04-25T15:30:00+02:00,135.04
2024-04-25T13:45:00Z,2024-04-25T15:45:00+02:00,9.61
2024-04-25T14:00:00Z,2024-04-25T16:00:00+02:00,-161.2
2024-04-25T14:15:00Z,2024-04-25T16:15:00+02:00,-11.83
2024-04-25T14:30:00Z,2024-04-25T16:30:00+02:00,-15.82
2024-04-25T14:45:00Z,2024-04-25T16:45:00+02:00,-10.13
2024-04-25T15:00:00Z,2024-04-25T17:00:00+02:00,-3.34
2024-04-25T15:15:00Z,2024-04-25T17:15:00+02:00,11.99
2024-04-25T15:30:00Z,2024-04-25T17:30:00+02:00,37.0
2024-04-25T15:45:00Z,2024-04-25T17:45:00+02:00,43.17
2024-04-25T16:00:00Z,2024-04-25T18:00:00+02:00,20.49
2024-04-25T16:15:00Z,2024-04-25T18:15:00+02:00,11.93
2024-04-25T16:30:00Z,2024-04-25T18:30:00+02:00,25.8
2024-04-25T16:45:00Z,2024-04-25T18:45:00+02:00,88.75
2024-04-25T17:00:00Z,2024-04-25T19:00:00+02:00,22.29
2024-04-25T17:15:00Z,2024-04-25T19:15:00+02:00,-12.03
2024-04-25T17:30:00Z,2024-04-25T19:30:00+02:00,135.39
2024-04-25T17:45:00Z,2024-04-25T19:45:00+02:00,139.92
2024-04-25T18:00:00Z,2024-04-25T20:00:00+02:00,134.83
2024-04-25T18:15:00Z,2024-04-25T20:15:00+02:00,45.42
2024-04-25T18:30:00Z,2024-04-25T20:30:00+02:00,48.79
2024-04-25T18:45:00Z,2024-04-25T20:45:00+02:00,48.76
2024-04-25T19:00:00Z,2024-04-25T21:00:00+02:00,71.74
2024-04-25T19:15:00Z,2024-04-25T21:15:00+02:00,42.19
2024-04-25T19:30:00Z,2024-04-25T21:30:00+02:00,21.06
2024-04-25T19:45:00Z,2024-04-25T21:45:00+02:00,16.47
2024-04-25T20:00:00Z,2024-04-25T22:00:00+02:00,20.16
2024-04-25T20:15:00Z,2024-04-25T22:15:00+02:00,26.3
2024-04-25T20:30:00Z,2024-04-25T22:30:00+02:00,36.8
2024-04-25T20:45:00Z,2024-04-25T22:45:00+02:00,39.9
2024-04-25T21:00:00Z,2024-04-25T23:00:00+02:00,133.93
2024-04-25T21:15:00Z,2024-04-25T23:15:00+02:00,133.25
2024-04-25T21:30:00Z,2024-04-25T23:30:00+02:00,134.09
2024-04-25T21:45:00Z,2024-04-25T23:45:00+02:00,133.62
2024-04-25T22:00:00Z,2024-04-26T00:00:00+02:00,134.85
2024-04-25T22:15:00Z,2024-04-26T00:15:00+02:00,134.5
2024-04-25T22:30:00Z,2024-04-26T00:30:00+02:00,155.03
2024-04-25T22:45:00Z,2024-04-26T00:45:00+02:00,27.32
2024-04-25T23:00:00Z,2024-04-26T01:00:00+02:00,124.99
2024-04-25T23:15:00Z,2024-04-26T01:15:00+02:00,27.34
2024-04-25T23:30:00Z,2024-04-26T01:30:00+02:00,127.48
2024-04-25T23:45:00Z,2024-04-26T01:45:00+02:00,28.26
2024-04-26T00:00:00Z,2024-04-26T02:00:00+02:00,135.04
2024-04-26T00:15:00Z,2024-04-26T02:15:00+02:00,134.5
2024-04-26T00:30:00Z,2024-04-26T02:30:00+02:00,52.96
2024-04-26T00:45:00Z,2024-04-26T02:45:00+02:00,132.2
2024-04-26T01:00:00Z,2024-04-26T03:00:00+02:00,129.77
2024-04-26T01:15:00Z,2024-04-26T03:15:00+02:00,15.33
2024-04-26T01:30:00Z,2024-04-26T03:30:00+02:00,130.68
2024-04-26T01:45:00Z,2024-04-26T03:45:00+02:00,127.13
2024-04-26T02:00:00Z,2024-04-26T04:00:00+02:00,132.74
2024-04-26T02:15:00Z,2024-04-26T04:15:00+02:00,134.16
2024-04-26T02:30:00Z,2024-04-26T04:30:00+02:00,134.79
2024-04-26T02:45:00Z,2024-04-26T04:45:00+02:00,134.92
2024-04-26T03:00:00Z,2024-04-26T05:00:00+02:00,123.91
2024-04-26T03:15:00Z,2024-04-26T05:15:00+02:00,129.52
2024-04-26T03:30:00Z,2024-04-26T05:30:00+02:00,130.54
2024-04-26T03:45:00Z,2024-04-26T05:45:00+02:00,125.41
2024-04-26T04:00:00Z,2024-04-26T06:00:00+02:00,-28.69
2024-04-26T04:15:00Z,2024-04-26T06:15:00+02:00,17.53
2024-04-26T04:30:00Z,2024-04-26T06:30:00+02:00,33.3
2024-04-26T04:45:00Z,2024-04-26T06:45:00+02:00,113.81
2024-04-26T05:00:00Z,2024-04-26T07:00:00+02:00,130.68
2024-04-26T05:15:00Z,2024-04-26T07:15:00+02:00,132.43
2024-04-26T05:30:00Z,2024-04-26T07:30:00+02:00,130.55
2024-04-26T05:45:00Z,2024-04-26T07:45:00+02:00,130.54
2024-04-26T06:00:00Z,2024-04-26T08:00:00+02:00,133.28
2024-04-26T06:15:00Z,2024-04-26T08:15:00+02:00,129.86
2024-04-26T06:30:00Z,2024-04-26T08:30:00+02:00,-9.95
2024-04-26T06:45:00Z,2024-04-26T08:45:00+02:00,77.3
2024-04-26T07:00:00Z,2024-04-26T09:00:00+02:00,127.78
2024-04-26T07:15:00Z,2024-04-26T09:15:00+02:00,126.44
2024-04-26T07:30:00Z,2024-04-26T09:30:00+02:00,124.36
2024-04-26T07:45:00Z,2024-04-26T09:45:00+02:00,69.7
2024-04-26T08:00:00Z,2024-04-26T10:00:00+02:00,110.42
2024-04-26T08:15:00Z,2024-04-26T10:15:00+02:00,-64.85
2024-04-26T08:30:00Z,2024-04-26T10:30:00+02:00,17.54
2024-04-26T08:45:00Z,2024-04-26T10:45:00+02:00,108.92
2024-04-26T09:00:00Z,2024-04-26T11:00:00+02:00,127.78
2024-04-26T09:15:00Z,2024-04-26T11:15:00+02:00,121.91
2024-04-26T09:30:00Z,2024-04-26T11:30:00+02:00,129.5
2024-04-26T09:45:00Z,2024-04-26T11:45:00+02:00,120.92
2024-04-26T10:00:00Z,2024-04-26T12:00:00+02:00,121.16
2024-04-26T10:15:00Z,2024-04-26T12:15:00+02:00,120.78
2024-04-26T10:30:00Z,2024-04-26T12:30:00+02:00,121.36
2024-04-26T10:45:00Z,2024-04-26T12:45:00+02:00,120.82
2024-04-26T11:00:00Z,2024-04-26T13:00:00+02:00,4.33
2024-04-26T11:15:00Z,2024-04-26T13:15:00+02:00,-19.07
2024-04-26T11:30:00Z,2024-04-26T13:30:00+02:00,-63.48
2024-04-26T11:45:00Z,2024-04-26T13:45:00+02:00,-3.13
2024-04-26T12:00:00Z,2024-04-26T14:00:00+02:00,10.02
2024-04-26T12:15:00Z,2024-04-26T14:15:00+02:00,4.58
2024-04-26T12:30:00Z,2024-04-26T14:30:00+02:00,60.75
2024-04-26T12:45:00Z,2024-04-26T14:45:00+02:00,-45.64
2024-04-26T13:00:00Z,2024-04-26T15:00:00+02:00,-121.69
2024-04-26T13:15:00Z,2024-04-26T15:15:00+02:00,114.72
