hour,hpfc_price_eur_mwh,is_peak,local
2024-07-15 02:00:00+00:00,56.353468,0,2024-07-15 04:00:00+02:00
2024-07-15 03:00:00+00:00,58.391408,0,2024-07-15 05:00:00+02:00
2024-07-15 04:00:00+00:00,71.460805,0,2024-07-15 06:00:00+02:00
2024-07-15 05:00:00+00:00,87.040707,0,2024-07-15 07:00:00+02:00
2024-07-15 06:00:00+00:00,60.463477,1,2024-07-15 08:00:00+02:00
2024-07-15 07:00:00+00:00,59.79051,1,2024-07-15 09:00:00+02:00
2024-07-15 08:00:00+00:00,54.644902,1,2024-07-15 10:00:00+02:00
2024-07-15 09:00:00+00:00,52.750242,1,2024-07-15 11:00:00+02:00
2024-07-15 10:00:00+00:00,49.540708,1,2024-07-15 12:00:00+02:00
2024-07-15 11:00:00+00:00,47.335448,1,2024-07-15 13:00:00+02:00
2024-07-15 12:00:00+00:00,46.714247,1,2024-07-15 14:00:00+02:00
2024-07-15 13:00:00+00:00,46.724601,1,2024-07-15 15:00:00+02:00
2024-07-15 14:00:00+00:00,47.625341,1,2024-07-15 16:00:00+02:00
2024-07-15 15:00:00+00:00,54.841616,1,2024-07-15 17:00:00+02:00
2024-07-15 16:00:00+00:00,64.242444,1,2024-07-15 18:00:00+02:00
2024-07-15 17:00:00+00:00,72.038505,1,2024-07-15 19:00:00+02:00
2024-07-15 18:00:00+00:00,97.038427,0,2024-07-15 20:00:00+02:00
2024-07-15 19:00:00+00:00,87.749556,0,2024-07-15 21:00:00+02:00
2024-07-15 20:00:00+00:00,81.222242,0,2024-07-15 22:00:00+02:00
2024-07-15 21:00:00+00:00,67.783653,0,2024-07-15 23:00:00+02:00
2024-07-15 22:00:00+00:00,62.393449,0,2024-07-16 00:00:00+02:00
2024-07-15 23:00:00+00:00,58.553853,0,2024-07-16 01:00:00+02:00
2024-07-16 00:00:00+00:00,56.826034,0,2024-07-16 02:00:00+02:00
2024-07-16 01:00:00+00:00,56.323933,0,2024-07-16 03:00:00+02:00
2024-07-16 02:00:00+00:00,56.353468,0,2024-07-16 04:00:00+02:00
2024-07-16 03:00:00+00:00,58.391408,0,2024-07-16 05:00:00+02:00
2024-07-16 04:00:00+00:00,71.460805,0,2024-07-16 06:00:00+02:00
2024-07-16 05:00:00+00:00,87.040707,0,2024-07-16 07:00:00+02:00
2024-07-16 06:00:00+00:00,60.463477,1,2024-07-16 08:00:00+02:00
2024-07-16 07:00:00+00:00,59.79051,1,2024-07-16 09:00:00+02:00
2024-07-16 08:00:00+00:00,54.644902,1,2024-07-16 10:00:00+02:00
2024-07-16 09:00:00+00:00,52.750242,1,2024-07-16 11:00:00+02:00
2024-07-16 10:00:00+00:00,49.540708,1,2024-07-16 12:00:00+02:00
2024-07-16 11:00:00+00:00,47.335448,1,2024-07-16 13:00:00+02:00
2024-07-16 12:00:00+00:00,46.714247,1,2024-07-16 14:00:00+02:00
2024-07-16 13:00:00+00:00,46.724601,1,2024-07-16 15:00:00+02:00
2024-07-16 14:00:00+00:00,47.625341,1,2024-07-16 16:00:00+02:00
2024-07-16 15:00:00+00:00,54.841616,1,2024-07-16 17:00:00+02:00
2024-07-16 16:00:00+00:00,64.242444,1,2024-07-16 18:00:00+02:00
2024-07-16 17:00:00+00:00,72.038505,1,2024-07-16 19:00:00+02:00
2024-07-16 18:00:00+00:00,97.038427,0,2024-07-16 20:00:00+02:00
2024-07-16 19:00:00+00:00,87.749556,0,2024-07-16 21:00:00+02:00
2024-07-16 20:00:00+00:00,81.222242,0,2024-07-16 22:00:00+02:00
2024-07-16 21:00:00+00:00,67.783653,0,2024-07-16 23:00:00+02:00
2024-07-16 22:00:00+00:00,62.393449,0,2024-07-17 00:00:00+02:00
2024-07-16 23:00:00+00:00,58.553853,0,2024-07-17 01:00:00+02:00
2024-07-17 00:00:00+00:00,56.826034,0,2024-07-17 02:00:00+02:00
2024-07-17 01:00:00+00:00,56.323933,0,2024-07-17 03:00:00+02:00
2024-07-17 02:00:00+00:00,56.353468,0,2024-07-17 04:00:00+02:00
2024-07-17 03:00:00+00:00,58.391408,0,2024-07-17 05:00:00+02:00
2024-07-17 04:00:00+00:00,71.460805,0,2024-07-17 06:00:00+02:00
2024-07-17 05:00:00+00:00,87.040707,0,2024-07-17 07:00:00+02:00
2024-07-17 06:00:00+00:00,60.463477,1,2024-07-17 08:00:00+02:00
2024-07-17 07:00:00+00:00,59.79051,1,2024-07-17 09:00:00+02:00
2024-07-17 08:00:00+00:00,54.644902,1,2024-07-17 10:00:00+02:00
2024-07-17 09:00:00+00:00,52.750242,1,2024-07-17 11:00:00+02:00
2024-07-17 10:00:00+00:00,49.540708,1,2024-07-17 12:00:00+02:00
2024-07-17 11:00:00+00:00,47.335448,1,2024-07-17 13:00:00+02:00
2024-07-17 12:00:00+00:00,46.714247,1,2024-07-17 14:00:00+02:00
2024-07-17 13:00:00+00:00,46.724601,1,2024-07-17 15:00:00+02:00
2024-07-17 14:00:00+00:00,47.625341,1,2024-07-17 16:00:00+02:00
2024-07-17 15:00:00+00:00,54.841616,1,2024-07-17 17:00:00+02:00
2024-07-17 16:00:00+00:00,64.242444,1,2024-07-17 18:00:00+02:00
2024-07-17 17:00:00+00:00,72.038505,1,2024-07-17 19:00:00+02:00
2024-07-17 18:00:00+00:00,97.038427,0,2024-07-17 20:00:00+02:00
2024-07-17 19:00:00+00:00,87.749556,0,2024-07-17 21:00:00+02:00
2024-07-17 20:00:00+00:00,81.222242,0,2024-07-17 22:00:00+02:00
2024-07-17 21:00:00+00:00,67.783653,0,2024-07-17 23:00:00+02:00
2024-07-17 22:00:00+00:00,62.393449,0,2024-07-18 00:00:00+02:00
2024-07-17 23:00:00+00:00,58.553853,0,2024-07-18 01:00:00+02:00
2024-07-18 00:00:00+00:00,56.826034,0,2024-07-18 02:00:00+02:00
2024-07-18 01:00:00+00:00,56.323933,0,2024-07-18 03:00:00+02:00
2024-07-18 02:00:00+00:00,56.353468,0,2024-07-18 04:00:00+02:00
2024-07-18 03:00:00+00:00,58.391408,0,2024-07-18 05:00:00+02:00
2024-07-18 04:00:00+00:00,71.460805,0,2024-07-18 06:00:00+02:00
2024-07-18 05:00:00+00:00,87.040707,0,2024-07-18 07:00:00+02:00
2024-07-18 06:00:00+00:00,60.463477,1,2024-07-18 08:00:00+02:00
2024-07-18 07:00:00+00:00,59.79051,1,2024-07-18 09:00:00+02:00
2024-07-18 08:00:00+00:00,54.644902,1,2024-07-18 10:00:00+02:00
2024-07-18 09:00:00+00:00,52.750242,1,2024-07-18 11:00:00+02:00
2024-07-18 10:00:00+00:00,49.540708,1,2024-07-18 12:00:00+02:00
2024-07-18 11:00:00+00:00,47.335448,1,2024-07-18 13:00:00+02:00
2024-07-18 12:00:00+00:00,46.714247,1,2024-07-18 14:00:00+02:00
2024-07-18 13:00:00+00:00,46.724601,1,2024-07-18 15:00:00+02:00
2024-07-18 14:00:00+00:00,47.625341,1,2024-07-18 16:00:00+02:00
2024-07-18 15:00:00+00:00,54.841616,1,2024-07-18 17:00:00+02:00
2024-07-18 16:00:00+00:00,64.242444,1,2024-07-18 18:00:00+02:00
2024-07-18 17:00:00+00:00,72.038505,1,2024-07-18 19:00:00+02:00
2024-07-18 18:00:00+00:00,97.038427,0,2024-07-18 20:00:00+02:00
2024-07-18 19:00:00+00:00,87.749556,0,2024-07-18 21:00:00+02:00
2024-07-18 20:00:00+00:00,81.222242,0,2024-07-18 22:00:00+02:00
2024-07-18 21:00:00+00:00,67.783653,0,2024-07-18 23:00:00+02:00
2024-07-18 22:00:00+00:00,62.393449,0,2024-07-19 00:00:00+02:00
2024-07-18 23:00:00+00:00,58.553853,0,2024-07-19 01:00:00+02:00
2024-07-19 00:00:00+00:00,56.826034,0,2024-07-19 02:00:00+02:00
2024-07-19 01:00:00+00:00,56.323933,0,2024-07-19 03:00:00+02:00
2024-07-19 02:00:00+00:00,56.353468,0,2024-07-19 04:00:00+02:00
2024-07-19 03:00:00+00:00,58.391408,0,2024-07-19 05:00:00+02:00
2024-07-19 04:00:00+00:00,71.460805,0,2024-07-19 06:00:00+02:00
2024-07-19 05:00:00+00:00,87.040707,0,2024-07-19 07:00:00+02:00
2024-07-19 06:00:00+00:00,60.463477,1,2024-07-19 08:00:00+02:00
2024-07-19 07:00:00+00:00,59.79051,1,2024-07-19 09:00:00+02:00
2024-07-19 08:00:00+00:00,54.644902,1,2024-07-19 10:00:00+02:00
2024-07-19 09:00:00+00:00,52.750242,1,2024-07-19 11:00:00+02:00
2024-07-19 10:00:00+00:00,49.540708,1,2024-07-19 12:00:00+02:00
2024-07-19 11:00:00+00:00,47.335448,1,2024-07-19 13:00:00+02:00
2024-07-19 12:00:00+00:00,46.714247,1,2024-07-19 14:00:00+02:00
2024-07-19 13:00:00+00:00,46.724601,1,2024-07-19 15:00:00+02:00
2024-07-19 14:00:00+00:00,47.625341,1,2024-07-19 16:00:00+02:00
2024-07-19 15:00:00+00:00,54.841616,1,2024-07-19 17:00:00+02:00
2024-07-19 16:00:00+00:00,64.242444,1,2024-07-19 18:00:00+02:00
2024-07-19 17:00:00+00:00,72.038505,1,2024-07-19 19:00:00+02:00
2024-07-19 18:00:00+00:00,97.038427,0,2024-07-19 20:00:00+02:00
2024-07-19 19:00:00+00:00,87.749556,0,2024-07-19 21:00:00+02:00
2024-07-19 20:00:00+00:00,81.222242,0,2024-07-19 22:00:00+02:00
2024-07-19 21:00:00+00:00,67.783653,0,2024-07-19 23:00:00+02:00
2024-07-19 22:00:00+00:00,87.21792,0,2024-07-20 00:00:00+02:00
2024-07-19 23:00:00+00:00,79.199069,0,2024-07-20 01:00:00+02:00
2024-07-20 00:00:00+00:00,73.882705,0,2024-07-20 02:00:00+02:00
2024-07-20 01:00:00+00:00,57.520114,0,2024-07-20 03:00:00+02:00
2024-07-20 02:00:00+00:00,67.178178,0,2024-07-20 04:00:00+02:00
2024-07-20 03:00:00+00:00,68.418663,0,2024-07-20 05:00:00+02:00
2024-07-20 04:00:00+00:00,72.479775,0,2024-07-20 06:00:00+02:00
2024-07-20 05:00:00+00:00,61.861812,0,2024-07-20 07:00:00+02:00
2024-07-20 06:00:00+00:00,56.796499,0,2024-07-20 08:00:00+02:00
2024-07-20 07:00:00+00:00,58.81967,0,2024-07-20 09:00:00+02:00
2024-07-20 08:00:00+00:00,54.640417,0,2024-07-20 10:00:00+02:00
2024-07-20 09:00:00+00:00,54.8767,0,2024-07-20 11:00:00+02:00
2024-07-20 10:00:00+00:00,51.539205,0,2024-07-20 12:00:00+02:00
2024-07-20 11:00:00+00:00,49.78185,0,2024-07-20 13:00:00+02:00
2024-07-20 12:00:00+00:00,42.014051,0,2024-07-20 14:00:00+02:00
2024-07-20 13:00:00+00:00,42.014051,0,2024-07-20 15:00:00+02:00
2024-07-20 14:00:00+00:00,46.532961,0,2024-07-20 16:00:00+02:00
2024-07-20 15:00:00+00:00,51.598275,0,2024-07-20 17:00:00+02:00
2024-07-20 16:00:00+00:00,85.682081,0,2024-07-20 18:00:00+02:00
2024-07-20 17:00:00+00:00,110.196431,0,2024-07-20 19:00:00+02:00
2024-07-20 18:00:00+00:00,118.023301,0,2024-07-20 20:00:00+02:00
2024-07-20 19:00:00+00:00,115.350351,0,2024-07-20 21:00:00+02:00
2024-07-20 20:00:00+00:00,111.673199,0,2024-07-20 22:00:00+02:00
2024-07-20 21:00:00+00:00,98.987761,0,2024-07-20 23:00:00+02:00
2024-07-20 22:00:00+00:00,87.21792,0,2024-07-21 00:00:00+02:00
2024-07-20 23:00:00+00:00,79.199069,0,2024-07-21 01:00:00+02:00
2024-07-21 00:00:00+00:00,73.882705,0,2024-07-21 02:00:00+02:00
2024-07-21 01:00:00+00:00,57.520114,0,2024-07-21 03:00:00+02:00
2024-07-21 02:00:00+00:00,67.178178,0,2024-07-21 04:00:00+02:00
2024-07-21 03:00:00+00:00,68.418663,0,2024-07-21 05:00:00+02:00
2024-07-21 04:00:00+00:00,72.479775,0,2024-07-21 06:00:00+02:00
2024-07-21 05:00:00+00:00,61.861812,0,2024-07-21 07:00:00+02:00
2024-07-21 06:00:00+00:00,56.796499,0,2024-07-21 08:00:00+02:00
2024-07-21 07:00:00+00:00,58.81967,0,2024-07-21 09:00:00+02:00
2024-07-21 08:00:00+00:00,54.640417,0,2024-07-21 10:00:00+02:00
2024-07-21 09:00:00+00:00,54.8767,0,2024-07-21 11:00:00+02:00
2024-07-21 10:00:00+00:00,51.539205,0,2024-07-21 12:00:00+02:00
2024-07-21 11:00:00+00:00,49.78185,0,2024-07-21 13:00:00+02:00
2024-07-21 12:00:00+00:00,42.014051,0,2024-07-21 14:00:00+02:00
2024-07-21 13:00:00+00:00,42.014051,0,2024-07-21 15:00:00+02:00
2024-07-21 14:00:00+00:00,46.532961,0,2024-07-21 16:00:00+02:00
2024-07-21 15:00:00+00:00,51.598275,0,2024-07-21 17:00:00+02:00
2024-07-21 16:00:00+00:00,85.682081,0,2024-07-21 18:00:00+02:00
2024-07-21 17:00:00+00:00,110.196431,0,2024-07-21 19:00:00+02:00
2024-07-21 18:00:00+00:00,118.023301,0,2024-07-21 20:00:00+02:00
2024-07-21 19:00:00+00:00,115.350351,0,2024-07-21 21:00:00+02:00
2024-07-21 20:00:00+00:00,111.673199,0,2024-07-21 22:00:00+02:00
2024-07-21 21:00:00+00:00,98.987761,0,2024-07-21 23:00:00+02:00
2024-10-13 22:00:00+00:00,61.898282,0,2024-10-14 00:00:00+02:00
2024-10-13 23:00:00+00:00,59.77801,0,2024-10-14 01:00:00+02:00
2024-10-14 00:00:00+00:00,58.033914,0,2024-10-14 02:00:00+02:00
2024-10-14 01:00:00+00:00,56.255621,0,2024-10-14 03:00:00+02:00
2024-10-14 02:00:00+00:00,58.358795,0,2024-10-14 04:00:00+02:00
2024-10-14 03:00:00+00:00,62.223162,0,2024-10-14 05:00:00+02:00
2024-10-14 04:00:00+00:00,83.648176,0,2024-10-14 06:00:00+02:00
2024-10-14 05:00:00+00:00,98.832064,0,2024-10-14 07:00:00+02:00
2024-10-14 06:00:00+00:00,135.148787,1,2024-10-14 08:00:00+02:00
2024-10-14 07:00:00+00:00,121.922276,1,2024-10-14 09:00:00+02:00
2024-10-14 08:00:00+00:00,108.79189,1,2024-10-14 10:00:00+02:00
2024-10-14 09:00:00+00:00,101.351977,1,2024-10-14 11:00:00+02:00
2024-10-14 10:00:00+00:00,93.623697,1,2024-10-14 12:00:00+02:00
2024-10-14 11:00:00+00:00,89.663433,1,2024-10-14 13:00:00+02:00
2024-10-14 12:00:00+00:00,88.682981,1,2024-10-14 14:00:00+02:00
2024-10-14 13:00:00+00:00,92.143404,1,2024-10-14 15:00:00+02:00
2024-10-14 14:00:00+00:00,105.715957,1,2024-10-14 16:00:00+02:00
2024-10-14 15:00:00+00:00,118.365729,1,2024-10-14 17:00:00+02:00
2024-10-14 16:00:00+00:00,127.22826,1,2024-10-14 18:00:00+02:00
2024-10-14 17:00:00+00:00,130.631011,1,2024-10-14 19:00:00+02:00
2024-10-14 18:00:00+00:00,94.540222,0,2024-10-14 20:00:00+02:00
2024-10-14 19:00:00+00:00,83.819165,0,2024-10-14 21:00:00+02:00
2024-10-14 20:00:00+00:00,77.047972,0,2024-10-14 22:00:00+02:00
2024-10-14 21:00:00+00:00,66.036233,0,2024-10-14 23:00:00+02:00
2024-10-14 22:00:00+00:00,61.898282,0,2024-10-15 00:00:00+02:00
2024-10-14 23:00:00+00:00,59.77801,0,2024-10-15 01:00:00+02:00
2024-10-15 00:00:00+00:00,58.033914,0,2024-10-15 02:00:00+02:00
2024-10-15 01:00:00+00:00,56.255621,0,2024-10-15 03:00:00+02:00
2024-10-15 02:00:00+00:00,58.358795,0,2024-10-15 04:00:00+02:00
2024-10-15 03:00:00+00:00,62.223162,0,2024-10-15 05:00:00+02:00
2024-10-15 04:00:00+00:00,83.648176,0,2024-10-15 06:00:00+02:00
2024-10-15 05:00:00+00:00,98.832064,0,2024-10-15 07:00:00+02:00
2024-10-15 06:00:00+00:00,135.148787,1,2024-10-15 08:00:00+02:00
2024-10-15 07:00:00+00:00,121.922276,1,2024-10-15 09:00:00+02:00
2024-10-15 08:00:00+00:00,108.79189,1,2024-10-15 10:00:00+02:00
2024-10-15 09:00:00+00:00,101.351977,1,2024-10-15 11:00:00+02:00
2024-10-15 10:00:00+00:00,93.623697,1,2024-10-15 12:00:00+02:00
2024-10-15 11:00:00+00:00,89.663433,1,2024-10-15 13:00:00+02:00
2024-10-15 12:00:00+00:00,88.682981,1,2024-10-15 14:00:00+02:00
2024-10-15 13:00:00+00:00,92.143404,1,2024-10-15 15:00:00+02:00
2024-10-15 14:00:00+00:00,105.715957,1,2024-10-15 16:00:00+02:00
2024-10-15 15:00:00+00:00,118.365729,1,2024-10-15 17:00:00+02:00
2024-10-15 16:00:00+00:00,127.22826,1,2024-10-15 18:00:00+02:00
2024-10-15 17:00:00+00:00,130.631011,1,2024-10-15 19:00:00+02:00
2024-10-15 18:00:00+00:00,94.540222,0,2024-10-15 20:00:00+02:00
2024-10-15 19:00:00+00:00,83.819165,0,2024-10-15 21:00:00+02:00
2024-10-15 20:00:00+00:00,77.047972,0,2024-10-15 22:00:00+02:00
2024-10-15 21:00:00+00:00,66.036233,0,2024-10-15 23:00:00+02:00
2024-10-15 22:00:00+00:00,61.898282,0,2024-10-16 00:00:00+02:00
2024-10-15 23:00:00+00:00,59.77801,0,2024-10-16 01:00:00+02:00
2024-10-16 00:00:00+00:00,58.033914,0,2024-10-16 02:00:00+02:00
2024-10-16 01:00:00+00:00,56.255621,0,2024-10-16 03:00:00+02:00
2024-10-16 02:00:00+00:00,58.358795,0,2024-10-16 04:00:00+02:00
2024-10-16 03:00:00+00:00,62.223162,0,2024-10-16 05:00:00+02:00
2024-10-16 04:00:00+00:00,83.648176,0,2024-10-16 06:00:00+02:00
2024-10-16 05:00:00+00:00,98.832064,0,2024-10-16 07:00:00+02:00
2024-10-16 06:00:00+00:00,135.148787,1,2024-10-16 08:00:00+02:00
2024-10-16 07:00:00+00:00,121.922276,1,2024-10-16 09:00:00+02:00
2024-10-16 08:00:00+00:00,108.79189,1,2024-10-16 10:00:00+02:00
2024-10-16 09:00:00+00:00,101.351977,1,2024-10-16 11:00:00+02:00
2024-10-16 10:00:00+00:00,93.623697,1,2024-10-16 12:00:00+02:00
2024-10-16 11:00:00+00:00,89.663433,1,2024-10-16 13:00:00+02:00
2024-10-16 12:00:00+00:00,88.682981,1,2024-10-16 14:00:00+02:00
2024-10-16 13:00:00+00:00,92.143404,1,2024-10-16 15:00:00+02:00
2024-10-16 14:00:00+00:00,105.715957,1,2024-10-16 16:00:00+02:00
2024-10-16 15:00:00+00:00,118.365729,1,2024-10-16 17:00:00+02:00
2024-10-16 16:00:00+00:00,127.22826,1,2024-10-16 18:00:00+02:00
2024-10-16 17:00:00+00:00,130.631011,1,2024-10-16 19:00:00+02:00
2024-10-16 18:00:00+00:00,94.540222,0,2024-10-16 20:00:00+02:00
2024-10-16 19:00:00+00:00,83.819165,0,2024-10-16 21:00:00+02:00
2024-10-16 20:00:00+00:00,77.047972,0,2024-10-16 22:00:00+02:00
2024-10-16 21:00:00+00:00,66.036233,0,2024-10-16 23:00:00+02:00
2024-10-16 22:00:00+00:00,61.898282,0,2024-10-17 00:00:00+02:00
2024-10-16 23:00:00+00:00,59.77801,0,2024-10-17 01:00:00+02:00
2024-10-17 00:00:00+00:00,58.033914,0,2024-10-17 02:00:00+02:00
2024-10-17 01:00:00+00:00,56.255621,0,2024-10-17 03:00:00+02:00
2024-10-17 02:00:00+00:00,58.358795,0,2024-10-17 04:00:00+02:00
2024-10-17 03:00:00+00:00,62.223162,0,2024-10-17 05:00:00+02:00
2024-10-17 04:00:00+00:00,83.648176,0,2024-10-17 06:00:00+02:00
2024-10-17 05:00:00+00:00,98.832064,0,2024-10-17 07:00:00+02:00
2024-10-17 06:00:00+00:00,135.148787,1,2024-10-17 08:00:00+02:00
2024-10-17 07:00:00+00:00,121.922276,1,2024-10-17 09:00:00+02:00
2024-10-17 08:00:00+00:00,108.79189,1,2024-10-17 10:00:00+02:00
2024-10-17 09:00:00+00:00,101.351977,1,2024-10-17 11:00:00+02:00
2024-10-17 10:00:00+00:00,93.623697,1,2024-10-17 12:00:00+02:00
2024-10-17 11:00:00+00:00,89.663433,1,2024-10-17 13:00:00+02:00
2024-10-17 12:00:00+00:00,88.682981,1,2024-10-17 14:00:00+02:00
2024-10-17 13:00:00+00:00,92.143404,1,2024-10-17 15:00:00+02:00
2024-10-17 14:00:00+00:00,105.715957,1,2024-10-17 16:00:00+02:00
2024-10-17 15:00:00+00:00,118.365729,1,2024-10-17 17:00:00+02:00
2024-10-17 16:00:00+00:00,127.22826,1,2024-10-17 18:00:00+02:00
2024-10-17 17:00:00+00:00,130.631011,1,2024-10-17 19:00:00+02:00
2024-10-17 18:00:00+00:00,94.540222,0,2024-10-17 20:00:00+02:00
2024-10-17 19:00:00+00:00,83.819165,0,2024-10-17 21:00:00+02:00
2024-10-17 20:00:00+00:00,77.047972,0,2024-10-17 22:00:00+02:00
2024-10-17 21:00:00+00:00,66.036233,0,2024-10-17 23:00:00+02:00
2024-10-17 22:00:00+00:00,61.898282,0,2024-10-18 00:00:00+02:00
2024-10-17 23:00:00+00:00,59.77801,0,2024-10-18 01:00:00+02:00
2024-10-18 00:00:00+00:00,58.033914,0,2024-10-18 02:00:00+02:00
2024-10-18 01:00:00+00:00,56.255621,0,2024-10-18 03:00:00+02:00
2024-10-18 02:00:00+00:00,58.358795,0,2024-10-18 04:00:00+02:00
2024-10-18 03:00:00+00:00,62.223162,0,2024-10-18 05:00:00+02:00
2024-10-18 04:00:00+00:00,83.648176,0,2024-10-18 06:00:00+02:00
2024-10-18 05:00:00+00:00,98.832064,0,2024-10-18 07:00:00+02:00
2024-10-18 06:00:00+00:00,135.148787,1,2024-10-18 08:00:00+02:00
2024-10-18 07:00:00+00:00,121.922276,1,2024-10-18 09:00:00+02:00
2024-10-18 08:00:00+00:00,108.79189,1,2024-10-18 10:00:00+02:00
2024-10-18 09:00:00+00:00,101.351977,1,2024-10-18 11:00:00+02:00
2024-10-18 10:00:00+00:00,93.623697,1,2024-10-18 12:00:00+02:00
2024-10-18 11:00:00+00:00,89.663433,1,2024-10-18 13:00:00+02:00
2024-10-18 12:00:00+00:00,88.682981,1,2024-10-18 14:00:00+02:00
2024-10-18 13:00:00+00:00,92.143404,1,2024-10-18 15:00:00+02:00
2024-10-18 14:00:00+00:00,105.715957,1,2024-10-18 16:00:00+02:00
2024-10-18 15:00:00+00:00,118.365729,1,2024-10-18 17:00:00+02:00
2024-10-18 16:00:00+00:00,127.22826,1,2024-10-18 18:00:00+02:00
2024-10-18 17:00:00+00:00,130.631011,1,2024-10-18 19:00:00+02:00
2024-10-18 18:00:00+00:00,94.540222,0,2024-10-18 20:00:00+02:00
2024-10-18 19:00:00+00:00,83.819165,0,2024-10-18 21:00:00+02:00
2024-10-18 20:00:00+00:00,77.047972,0,2024-10-18 22:00:00+02:00
2024-10-18 21:00:00+00:00,66.036233,0,2024-10-18 23:00:00+02:00
2024-10-18 22:00:00+00:00,95.993633,0,2024-10-19 00:00:00+02:00
2024-10-18 23:00:00+00:00,104.081448,0,2024-10-19 01:00:00+02:00
2024-10-19 00:00:00+00:00,85.494865,0,2024-10-19 02:00:00+02:00
2024-10-19 01:00:00+00:00,62.000876,0,2024-10-19 03:00:00+02:00
2024-10-19 02:00:00+00:00,60.855244,0,2024-10-19 04:00:00+02:00
2024-10-19 03:00:00+00:00,63.112309,0,2024-10-19 05:00:00+02:00
2024-10-19 04:00:00+00:00,63.864664,0,2024-10-19 06:00:00+02:00
2024-10-19 05:00:00+00:00,70.242581,0,2024-10-19 07:00:00+02:00
2024-10-19 06:00:00+00:00,79.031453,0,2024-10-19 08:00:00+02:00
2024-10-19 07:00:00+00:00,122.616735,0,2024-10-19 09:00:00+02:00
2024-10-19 08:00:00+00:00,111.126225,0,2024-10-19 10:00:00+02:00
2024-10-19 09:00:00+00:00,106.150423,0,2024-10-19 11:00:00+02:00
2024-10-19 10:00:00+00:00,87.221861,0,2024-10-19 12:00:00+02:00
2024-10-19 11:00:00+00:00,64.582821,0,2024-10-19 13:00:00+02:00
2024-10-19 12:00:00+00:00,61.6076,0,2024-10-19 14:00:00+02:00
2024-10-19 13:00:00+00:00,107.894519,0,2024-10-19 15:00:00+02:00
2024-10-19 14:00:00+00:00,119.385029,0,2024-10-19 16:00:00+02:00
2024-10-19 15:00:00+00:00,148.726867,0,2024-10-19 17:00:00+02:00
2024-10-19 16:00:00+00:00,192.260851,0,2024-10-19 18:00:00+02:00
2024-10-19 17:00:00+00:00,184.378225,0,2024-10-19 19:00:00+02:00
2024-10-19 18:00:00+00:00,150.881337,0,2024-10-19 20:00:00+02:00
2024-10-19 19:00:00+00:00,103.106806,0,2024-10-19 21:00:00+02:00
2024-10-19 20:00:00+00:00,100.028992,0,2024-10-19 22:00:00+02:00
2024-10-19 21:00:00+00:00,89.478925,0,2024-10-19 23:00:00+02:00
2024-10-19 22:00:00+00:00,95.993633,0,2024-10-20 00:00:00+02:00
2024-10-19 23:00:00+00:00,104.081448,0,2024-10-20 01:00:00+02:00
2024-10-20 00:00:00+00:00,85.494865,0,2024-10-20 02:00:00+02:00
2024-10-20 01:00:00+00:00,62.000876,0,2024-10-20 03:00:00+02:00
2024-10-20 02:00:00+00:00,60.855244,0,2024-10-20 04:00:00+02:00
2024-10-20 03:00:00+00:00,63.112309,0,2024-10-20 05:00:00+02:00
2024-10-20 04:00:00+00:00,63.864664,0,2024-10-20 06:00:00+02:00
2024-10-20 05:00:00+00:00,70.242581,0,2024-10-20 07:00:00+02:00
2024-10-20 06:00:00+00:00,79.031453,0,2024-10-20 08:00:00+02:00
2024-10-20 07:00:00+00:00,122.616735,0,2024-10-20 09:00:00+02:00
2024-10-20 08:00:00+00:00,111.126225,0,2024-10-20 10:00:00+02:00
2024-10-20 09:00:00+00:00,106.150423,0,2024-10-20 11:00:00+02:00
2024-10-20 10:00:00+00:00,87.221861,0,2024-10-20 12:00:00+02:00
2024-10-20 11:00:00+00:00,64.582821,0,2024-10-20 13:00:00+02:00
2024-10-20 12:00:00+00:00,61.6076,0,2024-10-20 14:00:00+02:00
2024-10-20 13:00:00+00:00,107.894519,0,2024-10-20 15:00:00+02:00
2024-10-20 14:00:00+00:00,119.385029,0,2024-10-20 16:00:00+02:00
2024-10-20 15:00:00+00:00,148.726867,0,2024-10-20 17:00:00+02:00
2024-10-20 16:00:00+00:00,192.260851,0,2024-10-20 18:00:00+02:00
2024-10-20 17:00:00+00:00,184.378225,0,2024-10-20 19:00:00+02:00
2024-10-20 18:00:00+00:00,150.881337,0,2024-10-20 20:00:00+02:00
2024-10-20 19:00:00+00:00,103.106806,0,2024-10-20 21:00:00+02:00
2024-10-20 20:00:00+00:00,100.028992,0,2024-10-20 22:00:00+02:00
2024-10-20 21:00:00+00:00,89.478925,0,2024-10-20 23:00:00+02:00
